game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2021-12-09,202112090PHI,UTA,Rudy Gobert,https://www.basketball-reference.com/boxscores/202112090PHI.html,29.37,6,11,.545,0,0,5,8,.625,6,15,21,1,0,2,1,4,17,18.7,+17,
2021-12-09,202112090PHI,UTA,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202112090PHI.html,29.35,8,19,.421,5,10,1,2,.500,1,0,1,6,2,0,2,2,22,15.6,+7,.500
2021-12-09,202112090PHI,UTA,Royce O'Neale,https://www.basketball-reference.com/boxscores/202112090PHI.html,28.08,3,5,.600,1,3,0,0,,0,4,4,1,1,0,0,1,7,7.2,+13,.333
2021-12-09,202112090PHI,UTA,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202112090PHI.html,27.63,4,9,.444,0,4,6,7,.857,0,0,0,0,0,0,1,0,14,7.9,+15,.000
2021-12-09,202112090PHI,UTA,Mike Conley,https://www.basketball-reference.com/boxscores/202112090PHI.html,24.97,4,10,.400,2,4,0,0,,1,1,2,4,1,1,2,1,10,7.7,+9,.500
2021-12-09,202112090PHI,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202112090PHI.html,27.88,4,12,.333,3,10,0,1,.000,1,3,4,1,1,0,1,1,11,5.7,+14,.300
2021-12-09,202112090PHI,UTA,Joe Ingles,https://www.basketball-reference.com/boxscores/202112090PHI.html,24.23,4,9,.444,3,7,0,0,,1,1,2,7,1,0,1,1,11,11.8,+13,.429
2021-12-09,202112090PHI,UTA,Rudy Gay,https://www.basketball-reference.com/boxscores/202112090PHI.html,17.87,4,5,.800,1,2,1,1,1.000,0,6,6,0,0,0,1,2,10,8.1,+6,.500
2021-12-09,202112090PHI,UTA,Hassan Whiteside,https://www.basketball-reference.com/boxscores/202112090PHI.html,15.32,5,8,.625,0,0,4,5,.800,6,4,10,1,0,2,1,0,14,16.5,+2,
2021-12-09,202112090PHI,UTA,Trent Forrest,https://www.basketball-reference.com/boxscores/202112090PHI.html,6.98,0,1,.000,0,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+9,
2021-12-09,202112090PHI,UTA,Eric Paschall,https://www.basketball-reference.com/boxscores/202112090PHI.html,3.32,0,1,.000,0,0,0,0,,0,0,0,0,1,0,1,1,0,-1.1,+3,
2021-12-09,202112090PHI,UTA,Jared Butler,https://www.basketball-reference.com/boxscores/202112090PHI.html,2.5,1,1,1.000,0,0,0,0,,0,1,1,1,0,0,0,1,2,2.3,+1,
2021-12-09,202112090PHI,UTA,Miye Oni,https://www.basketball-reference.com/boxscores/202112090PHI.html,2.5,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1,
2021-12-09,202112090PHI,PHI,Tobias Harris,https://www.basketball-reference.com/boxscores/202112090PHI.html,34.97,6,11,.545,1,2,4,4,1.000,1,6,7,1,0,1,0,2,17,14.8,-16,.500
2021-12-09,202112090PHI,PHI,Seth Curry,https://www.basketball-reference.com/boxscores/202112090PHI.html,33.17,7,12,.583,2,6,2,2,1.000,0,2,2,4,0,0,1,5,18,12.8,-15,.333
2021-12-09,202112090PHI,PHI,Joel Embiid,https://www.basketball-reference.com/boxscores/202112090PHI.html,30.23,8,18,.444,1,4,2,2,1.000,1,8,9,2,3,1,1,4,19,15.2,-3,.250
2021-12-09,202112090PHI,PHI,Tyrese Maxey,https://www.basketball-reference.com/boxscores/202112090PHI.html,25.7,5,10,.500,0,0,1,2,.500,2,1,3,2,2,0,1,1,11,9.3,-16,
2021-12-09,202112090PHI,PHI,Danny Green,https://www.basketball-reference.com/boxscores/202112090PHI.html,19.57,0,5,.000,0,4,0,0,,0,2,2,1,1,1,1,1,0,-1.9,-4,.000
2021-12-09,202112090PHI,PHI,Shake Milton,https://www.basketball-reference.com/boxscores/202112090PHI.html,24.42,2,7,.286,0,2,3,3,1.000,1,2,3,2,1,0,0,1,7,6.2,-10,.000
2021-12-09,202112090PHI,PHI,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202112090PHI.html,18.55,3,8,.375,1,5,0,0,,1,0,1,1,1,0,2,0,7,3.0,-12,.200
2021-12-09,202112090PHI,PHI,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202112090PHI.html,15.7,1,6,.167,0,5,2,2,1.000,0,1,1,1,0,0,0,1,4,0.8,-10,.000
2021-12-09,202112090PHI,PHI,Georges Niang,https://www.basketball-reference.com/boxscores/202112090PHI.html,15.6,4,7,.571,1,4,0,0,,0,3,3,0,0,0,0,3,9,5.4,-10,.250
2021-12-09,202112090PHI,PHI,Andre Drummond,https://www.basketball-reference.com/boxscores/202112090PHI.html,10.13,0,1,.000,0,0,0,0,,0,3,3,1,0,0,2,2,0,-1.9,-11,
2021-12-09,202112090PHI,PHI,Isaiah Joe,https://www.basketball-reference.com/boxscores/202112090PHI.html,6.9,0,1,.000,0,1,0,0,,0,0,0,2,0,0,0,0,0,0.7,+1,.000
2021-12-09,202112090PHI,PHI,Charles Bassey,https://www.basketball-reference.com/boxscores/202112090PHI.html,5.07,2,2,1.000,0,0,0,0,,0,0,0,0,1,1,1,0,4,4.1,-4,
