game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-01-23,202101230UTA,GSW,https://www.basketball-reference.com/boxscores/202101230UTA.html,30,17,25,36,108
2021-01-23,202101230UTA,UTA,https://www.basketball-reference.com/boxscores/202101230UTA.html,39,38,31,19,127
