game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2020-01-20,202001200WAS,DET,Andre Drummond,https://www.basketball-reference.com/boxscores/202001200WAS.html,35.3,7,11,.636,0,0,4,7,.571,6,10,16,3,4,2,9,3,18,16.4,-2,
2020-01-20,202001200WAS,DET,Derrick Rose,https://www.basketball-reference.com/boxscores/202001200WAS.html,34.28,8,21,.381,1,5,4,6,.667,0,4,4,2,2,0,2,1,21,10.9,-6,.200
2020-01-20,202001200WAS,DET,Tony Snell,https://www.basketball-reference.com/boxscores/202001200WAS.html,29.23,5,9,.556,4,7,2,2,1.000,0,1,1,0,0,0,0,1,16,11.6,-5,.571
2020-01-20,202001200WAS,DET,Bruce Brown,https://www.basketball-reference.com/boxscores/202001200WAS.html,25.98,3,3,1.000,1,1,0,0,,1,0,1,4,1,1,2,2,7,8.5,-10,1.000
2020-01-20,202001200WAS,DET,Sekou Doumbouya,https://www.basketball-reference.com/boxscores/202001200WAS.html,23.33,2,7,.286,0,4,2,3,.667,1,2,3,2,0,0,2,1,6,1.8,-5,.000
2020-01-20,202001200WAS,DET,Langston Galloway,https://www.basketball-reference.com/boxscores/202001200WAS.html,26.37,3,11,.273,0,2,0,0,,1,4,5,4,2,0,0,3,6,5.0,+3,.000
2020-01-20,202001200WAS,DET,Svi Mykhailiuk,https://www.basketball-reference.com/boxscores/202001200WAS.html,24.37,4,13,.308,2,9,0,0,,0,2,2,0,0,0,0,1,10,2.7,+1,.222
2020-01-20,202001200WAS,DET,Markieff Morris,https://www.basketball-reference.com/boxscores/202001200WAS.html,17.57,3,8,.375,2,3,2,2,1.000,0,2,2,0,0,0,0,1,10,5.8,-3,.667
2020-01-20,202001200WAS,DET,Christian Wood,https://www.basketball-reference.com/boxscores/202001200WAS.html,12.7,3,4,.750,0,0,0,0,,2,3,5,1,0,1,2,2,6,5.3,-4,
2020-01-20,202001200WAS,DET,Tim Frazier,https://www.basketball-reference.com/boxscores/202001200WAS.html,10.87,0,2,.000,0,1,0,0,,0,2,2,3,1,1,0,3,0,1.8,+1,.000
2020-01-20,202001200WAS,WAS,Bradley Beal,https://www.basketball-reference.com/boxscores/202001200WAS.html,33.4,10,21,.476,2,7,7,8,.875,0,1,1,6,1,0,5,0,29,18.4,+8,.286
2020-01-20,202001200WAS,WAS,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001200WAS.html,23.02,9,10,.900,1,1,2,3,.667,2,5,7,1,2,3,1,6,21,21.5,+14,1.000
2020-01-20,202001200WAS,WAS,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001200WAS.html,22.22,1,2,.500,0,0,0,0,,1,2,3,0,2,0,1,2,2,2.5,+5,
2020-01-20,202001200WAS,WAS,Gary Payton II,https://www.basketball-reference.com/boxscores/202001200WAS.html,19.32,3,10,.300,0,2,0,0,,2,2,4,3,4,0,1,2,6,6.5,+3,.000
2020-01-20,202001200WAS,WAS,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001200WAS.html,18.37,2,2,1.000,1,1,0,0,,0,0,0,1,0,0,2,1,5,2.7,-1,1.000
2020-01-20,202001200WAS,WAS,Jordan McRae,https://www.basketball-reference.com/boxscores/202001200WAS.html,25.38,3,7,.429,0,2,1,2,.500,0,8,8,3,0,0,2,4,7,3.8,-2,.000
2020-01-20,202001200WAS,WAS,Ish Smith,https://www.basketball-reference.com/boxscores/202001200WAS.html,25.37,4,8,.500,0,0,1,1,1.000,0,7,7,6,0,1,1,0,9,11.0,+2,
2020-01-20,202001200WAS,WAS,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001200WAS.html,25.03,2,6,.333,2,4,0,0,,0,3,3,1,0,0,0,1,6,3.8,+3,.500
2020-01-20,202001200WAS,WAS,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001200WAS.html,22.92,2,5,.400,2,5,2,2,1.000,0,3,3,0,0,1,0,3,8,5.7,+6,.400
2020-01-20,202001200WAS,WAS,Thomas Bryant,https://www.basketball-reference.com/boxscores/202001200WAS.html,21.6,6,9,.667,1,1,0,0,,1,5,6,1,0,1,5,3,13,6.5,-1,1.000
2020-01-20,202001200WAS,WAS,Johnathan Williams,https://www.basketball-reference.com/boxscores/202001200WAS.html,3.38,0,2,.000,0,1,0,0,,0,2,2,0,0,0,1,1,0,-2.2,-7,.000
