game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2025-03-11,202503110IND,MIL,Q1,Damian Lillard,https://www.basketball-reference.com/boxscores/202503110IND.html,8.45,1,2,.500,0,0,0,0,0,0,0,4,0,0,1,0,2,2.8,-1,,
2025-03-11,202503110IND,MIL,Q1,Brook Lopez,https://www.basketball-reference.com/boxscores/202503110IND.html,9.22,2,4,.500,0,2,0,0,0,0,0,1,0,0,0,0,4,2.7,-2,.000,
2025-03-11,202503110IND,MIL,Q1,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202503110IND.html,9.22,3,4,.750,0,0,0,0,1,6,7,1,0,0,1,0,6,6.6,-2,,
2025-03-11,202503110IND,MIL,Q1,Taurean Prince,https://www.basketball-reference.com/boxscores/202503110IND.html,9.22,3,7,.429,3,5,0,0,1,1,2,0,0,0,0,0,9,6.3,-2,.600,
2025-03-11,202503110IND,MIL,Q1,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202503110IND.html,8.45,2,4,.500,0,1,0,0,0,2,2,1,0,0,1,0,4,2.3,-1,.000,
2025-03-11,202503110IND,MIL,Q1,A.J. Green,https://www.basketball-reference.com/boxscores/202503110IND.html,6.33,0,0,,0,0,0,0,0,0,0,1,0,0,0,2,0,-0.1,-5,,
2025-03-11,202503110IND,MIL,Q1,Kevin Porter Jr.,https://www.basketball-reference.com/boxscores/202503110IND.html,6.33,0,1,.000,0,0,1,2,0,1,1,2,0,0,1,1,1,0.2,-5,,.500
2025-03-11,202503110IND,MIL,Q1,Jericho Sims,https://www.basketball-reference.com/boxscores/202503110IND.html,2.78,1,1,1.000,0,0,0,0,0,0,0,0,1,0,0,1,2,2.3,-2,,
2025-03-11,202503110IND,MIL,Q2,Damian Lillard,https://www.basketball-reference.com/boxscores/202503110IND.html,8.85,0,3,.000,0,2,0,0,0,2,2,3,0,0,1,1,0,-0.8,0,.000,
2025-03-11,202503110IND,MIL,Q2,Brook Lopez,https://www.basketball-reference.com/boxscores/202503110IND.html,7.45,1,1,1.000,0,0,3,3,0,0,0,0,1,0,1,0,5,4.7,+9,,1.000
2025-03-11,202503110IND,MIL,Q2,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202503110IND.html,7.83,3,3,1.000,0,0,0,2,0,2,2,3,0,0,0,1,6,6.6,+6,,.000
2025-03-11,202503110IND,MIL,Q2,Taurean Prince,https://www.basketball-reference.com/boxscores/202503110IND.html,9.03,2,5,.400,1,2,0,0,0,3,3,0,1,0,2,0,5,2.2,+3,.500,
2025-03-11,202503110IND,MIL,Q2,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202503110IND.html,8.6,0,2,.000,0,1,0,0,0,1,1,1,0,0,1,0,0,-1.4,-7,.000,
