game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2022-05-09,202205090GSW,MEM,Tyus Jones,https://www.basketball-reference.com/boxscores/202205090GSW.html,41.18,8,18,.444,3,7,.429,0,0,1,5,6,5,0,1,1,0,19,15.0,-9,
2022-05-09,202205090GSW,MEM,Dillon Brooks,https://www.basketball-reference.com/boxscores/202205090GSW.html,39.02,5,19,.263,2,9,.222,0,0,0,5,5,8,0,1,4,5,12,2.5,-5,
2022-05-09,202205090GSW,MEM,Desmond Bane,https://www.basketball-reference.com/boxscores/202205090GSW.html,36.67,3,8,.375,2,4,.500,0,0,0,1,1,6,3,0,1,2,8,9.3,+8,
2022-05-09,202205090GSW,MEM,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/202205090GSW.html,33.87,7,21,.333,0,7,.000,7,8,1,4,5,0,2,5,0,5,21,14.1,-2,.875
2022-05-09,202205090GSW,MEM,Steven Adams,https://www.basketball-reference.com/boxscores/202205090GSW.html,27.2,5,9,.556,0,0,,0,0,6,9,15,3,1,1,2,2,10,13.6,+13,
2022-05-09,202205090GSW,MEM,Kyle Anderson,https://www.basketball-reference.com/boxscores/202205090GSW.html,22.82,7,8,.875,1,2,.500,2,7,2,6,8,2,2,1,1,2,17,17.7,-7,.286
2022-05-09,202205090GSW,MEM,Ziaire Williams,https://www.basketball-reference.com/boxscores/202205090GSW.html,18.43,3,6,.500,1,4,.250,0,0,0,3,3,0,1,0,1,0,7,4.9,-10,
2022-05-09,202205090GSW,MEM,Brandon Clarke,https://www.basketball-reference.com/boxscores/202205090GSW.html,11.62,2,4,.500,0,0,,0,0,0,4,4,1,1,1,1,3,4,3.4,-6,
2022-05-09,202205090GSW,MEM,De'Anthony Melton,https://www.basketball-reference.com/boxscores/202205090GSW.html,9.2,0,3,.000,0,2,.000,0,0,0,1,1,0,0,0,1,0,0,-2.8,+3,
2022-05-09,202205090GSW,GSW,Andrew Wiggins,https://www.basketball-reference.com/boxscores/202205090GSW.html,39.43,7,13,.538,1,5,.200,2,3,5,5,10,1,1,2,2,0,17,16.4,+12,.667
2022-05-09,202205090GSW,GSW,Klay Thompson,https://www.basketball-reference.com/boxscores/202205090GSW.html,38.42,6,20,.300,0,7,.000,2,2,1,6,7,2,1,2,3,0,14,5.7,-3,1.000
2022-05-09,202205090GSW,GSW,Stephen Curry,https://www.basketball-reference.com/boxscores/202205090GSW.html,37.7,10,25,.400,4,14,.286,8,9,0,5,5,8,1,0,3,3,32,22.0,+6,.889
2022-05-09,202205090GSW,GSW,Draymond Green,https://www.basketball-reference.com/boxscores/202205090GSW.html,32.82,1,2,.500,0,0,,0,0,1,10,11,5,0,1,2,5,2,4.9,+6,
2022-05-09,202205090GSW,GSW,Jonathan Kuminga,https://www.basketball-reference.com/boxscores/202205090GSW.html,5.47,0,0,,0,0,,0,0,0,1,1,1,0,1,0,0,0,1.7,-5,
2022-05-09,202205090GSW,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/202205090GSW.html,32.23,4,12,.333,0,3,.000,6,6,1,5,6,5,0,0,4,3,14,7.7,+5,1.000
2022-05-09,202205090GSW,GSW,Otto Porter Jr.,https://www.basketball-reference.com/boxscores/202205090GSW.html,25.55,4,7,.571,4,6,.667,0,0,0,2,2,3,2,0,1,3,12,11.2,+4,
2022-05-09,202205090GSW,GSW,Kevon Looney,https://www.basketball-reference.com/boxscores/202205090GSW.html,15.18,3,5,.600,0,0,,2,2,2,7,9,0,1,1,1,1,8,9.5,-3,1.000
2022-05-09,202205090GSW,GSW,Damion Lee,https://www.basketball-reference.com/boxscores/202205090GSW.html,13.2,1,6,.167,0,2,.000,0,0,0,3,3,0,0,0,0,0,2,-0.9,-7,
