game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2022-12-16,202212160LAL,DEN,Q1,Jamal Murray,https://www.basketball-reference.com/boxscores/202212160LAL.html,8.03,0,0,0,0,2,2,1.000,0,2,2,2,0,0,3,0,2,1.0,-2,,
2022-12-16,202212160LAL,DEN,Q1,Nikola Jokić,https://www.basketball-reference.com/boxscores/202212160LAL.html,9.33,3,3,1,1,3,3,1.000,0,1,1,2,0,0,1,0,10,9.8,-2,1.000,1.000
2022-12-16,202212160LAL,DEN,Q1,Bruce Brown,https://www.basketball-reference.com/boxscores/202212160LAL.html,9.33,2,2,0,0,0,0,,0,0,0,0,0,1,0,0,4,4.1,-2,1.000,
2022-12-16,202212160LAL,DEN,Q1,Aaron Gordon,https://www.basketball-reference.com/boxscores/202212160LAL.html,7.65,1,4,0,2,1,2,.500,0,0,0,0,0,1,0,1,3,0.5,-3,.250,.000
2022-12-16,202212160LAL,DEN,Q1,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202212160LAL.html,7.65,1,2,1,1,0,0,,0,1,1,0,0,0,0,1,3,1.9,-3,.500,1.000
2022-12-16,202212160LAL,DEN,Q1,Jeff Green,https://www.basketball-reference.com/boxscores/202212160LAL.html,4.35,2,3,0,0,1,1,1.000,2,2,4,0,0,0,1,0,5,4.7,+2,.667,
2022-12-16,202212160LAL,DEN,Q1,Bones Hyland,https://www.basketball-reference.com/boxscores/202212160LAL.html,4.35,1,3,0,1,1,1,1.000,0,1,1,2,0,0,1,0,3,2.0,+2,.333,.000
2022-12-16,202212160LAL,DEN,Q1,Christian Braun,https://www.basketball-reference.com/boxscores/202212160LAL.html,6.63,0,2,0,2,0,0,,0,1,1,0,0,0,1,2,0,-2.9,+2,.000,.000
2022-12-16,202212160LAL,DEN,Q1,DeAndre Jordan,https://www.basketball-reference.com/boxscores/202212160LAL.html,2.67,1,1,0,0,0,0,,0,1,1,0,0,0,0,1,2,1.6,+1,1.000,
2022-12-16,202212160LAL,DEN,Q2,Jamal Murray,https://www.basketball-reference.com/boxscores/202212160LAL.html,10.05,1,2,0,0,3,5,.600,0,0,0,2,0,0,1,0,5,3.6,-6,.500,
2022-12-16,202212160LAL,DEN,Q2,Nikola Jokić,https://www.basketball-reference.com/boxscores/202212160LAL.html,7.6,1,2,0,0,0,0,,1,3,4,3,3,0,0,0,2,7.7,+3,.500,
