game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2022-02-02,202202020DAL,OKC,https://www.basketball-reference.com/boxscores/202202020DAL.html,90.7,0.576,17.1,35.0,0.244,119.8
2022-02-02,202202020DAL,DAL,https://www.basketball-reference.com/boxscores/202202020DAL.html,90.7,0.541,12.0,26.5,0.082,113.8
