game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2023-01-20,202301200ORL,NOP,Q1,Trey Murphy III,https://www.basketball-reference.com/boxscores/202301200ORL.html,7.98,0,0,0,0,1,1,1.000,0,0,0,1,0,0,0,0,1,1.7,-3,,
2023-01-20,202301200ORL,NOP,Q1,CJ McCollum,https://www.basketball-reference.com/boxscores/202301200ORL.html,9.42,2,6,0,2,2,2,1.000,0,0,0,2,1,0,0,0,6,5.0,+13,.333,.000
2023-01-20,202301200ORL,NOP,Q1,Dyson Daniels,https://www.basketball-reference.com/boxscores/202301200ORL.html,8.73,0,1,0,0,0,0,,0,2,2,2,0,0,1,0,0,0.3,+14,.000,
2023-01-20,202301200ORL,NOP,Q1,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202301200ORL.html,8.2,4,6,1,1,1,2,.500,0,4,4,0,0,1,0,0,10,8.9,+9,.667,1.000
2023-01-20,202301200ORL,NOP,Q1,Herbert Jones,https://www.basketball-reference.com/boxscores/202301200ORL.html,4.72,1,1,0,0,0,0,,0,0,0,0,0,0,0,1,2,1.3,+4,1.000,
2023-01-20,202301200ORL,NOP,Q1,Jose Alvarado,https://www.basketball-reference.com/boxscores/202301200ORL.html,7.28,1,4,1,4,0,0,,0,2,2,3,1,0,1,1,3,2.9,+3,.250,.250
2023-01-20,202301200ORL,NOP,Q1,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202301200ORL.html,6.18,0,0,0,0,0,0,,1,1,2,1,0,0,1,0,0,0.7,+1,,
2023-01-20,202301200ORL,NOP,Q1,Jaxson Hayes,https://www.basketball-reference.com/boxscores/202301200ORL.html,4.9,3,3,0,0,2,3,.667,1,1,2,0,0,0,0,1,8,7.3,0,1.000,
2023-01-20,202301200ORL,NOP,Q1,Devonte' Graham,https://www.basketball-reference.com/boxscores/202301200ORL.html,2.58,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6,.000,
2023-01-20,202301200ORL,NOP,Q2,Trey Murphy III,https://www.basketball-reference.com/boxscores/202301200ORL.html,12.0,1,1,0,0,0,0,,0,4,4,1,0,1,1,1,2,2.9,-3,1.000,
2023-01-20,202301200ORL,NOP,Q2,CJ McCollum,https://www.basketball-reference.com/boxscores/202301200ORL.html,7.05,2,4,1,2,0,0,,1,1,2,0,0,0,0,1,5,3.6,+5,.500,.500
2023-01-20,202301200ORL,NOP,Q2,Dyson Daniels,https://www.basketball-reference.com/boxscores/202301200ORL.html,9.03,0,4,0,2,0,0,,0,0,0,3,0,0,1,0,0,-1.7,+3,.000,.000
2023-01-20,202301200ORL,NOP,Q2,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202301200ORL.html,4.18,2,5,0,0,0,0,,1,0,1,0,0,0,0,0,4,2.0,-6,.400,
2023-01-20,202301200ORL,NOP,Q2,Herbert Jones,https://www.basketball-reference.com/boxscores/202301200ORL.html,7.05,2,2,1,1,1,2,.500,1,0,1,2,2,1,0,2,6,9.0,+5,1.000,1.000
2023-01-20,202301200ORL,NOP,Q2,Jose Alvarado,https://www.basketball-reference.com/boxscores/202301200ORL.html,4.95,1,3,1,2,2,2,1.000,0,0,0,0,0,0,0,0,5,3.3,-8,.333,.500
