game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2025-03-21,202503210POR,DEN,Q1,Jamal Murray,https://www.basketball-reference.com/boxscores/202503210POR.html,10.22,3,3,1.000,0,0,0,0,0,0,0,0,1,0,2,1,6,3.7,+2,,
2025-03-21,202503210POR,DEN,Q1,Christian Braun,https://www.basketball-reference.com/boxscores/202503210POR.html,8.65,2,2,1.000,0,0,0,0,0,0,0,0,0,0,0,1,4,3.0,+2,,
2025-03-21,202503210POR,DEN,Q1,Aaron Gordon,https://www.basketball-reference.com/boxscores/202503210POR.html,8.65,2,2,1.000,0,0,5,6,0,0,0,0,0,0,0,1,9,7.6,+2,.833,
2025-03-21,202503210POR,DEN,Q1,Russell Westbrook,https://www.basketball-reference.com/boxscores/202503210POR.html,9.07,2,2,1.000,0,0,2,2,0,1,1,2,1,0,2,1,6,5.7,+2,1.000,
2025-03-21,202503210POR,DEN,Q1,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202503210POR.html,9.53,0,2,.000,0,2,2,2,0,4,4,1,0,0,2,1,2,0.1,+1,1.000,.000
2025-03-21,202503210POR,DEN,Q1,Peyton Watson,https://www.basketball-reference.com/boxscores/202503210POR.html,5.82,0,0,,0,0,0,0,0,2,2,0,0,0,0,1,0,0.2,-3,,
2025-03-21,202503210POR,DEN,Q1,Jalen Pickett,https://www.basketball-reference.com/boxscores/202503210POR.html,2.93,1,1,1.000,1,1,0,0,0,0,0,0,0,0,0,0,3,2.7,-2,,1.000
2025-03-21,202503210POR,DEN,Q1,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202503210POR.html,3.35,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-2,,
2025-03-21,202503210POR,DEN,Q1,Spencer Jones,https://www.basketball-reference.com/boxscores/202503210POR.html,1.78,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-2,,
2025-03-21,202503210POR,DEN,Q2,Jamal Murray,https://www.basketball-reference.com/boxscores/202503210POR.html,7.97,1,4,.250,0,1,0,0,0,1,1,0,0,0,0,0,2,-0.1,+5,,.000
2025-03-21,202503210POR,DEN,Q2,Christian Braun,https://www.basketball-reference.com/boxscores/202503210POR.html,7.5,1,2,.500,0,1,0,0,1,0,1,0,0,0,1,0,2,0.7,+3,,.000
2025-03-21,202503210POR,DEN,Q2,Aaron Gordon,https://www.basketball-reference.com/boxscores/202503210POR.html,7.97,1,2,.500,0,0,2,2,2,1,3,2,0,0,0,0,4,6.1,+5,1.000,
2025-03-21,202503210POR,DEN,Q2,Russell Westbrook,https://www.basketball-reference.com/boxscores/202503210POR.html,8.83,3,4,.750,0,0,3,4,0,1,1,0,1,0,3,1,9,4.9,+11,.750,
2025-03-21,202503210POR,DEN,Q2,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202503210POR.html,7.28,2,4,.500,1,2,0,0,0,0,0,1,0,0,0,2,5,2.9,+5,,.500
2025-03-21,202503210POR,DEN,Q2,Peyton Watson,https://www.basketball-reference.com/boxscores/202503210POR.html,9.22,3,6,.500,1,2,0,0,1,1,2,0,0,0,0,0,7,5.0,+2,,.500
2025-03-21,202503210POR,DEN,Q2,Jalen Pickett,https://www.basketball-reference.com/boxscores/202503210POR.html,7.2,0,2,.000,0,0,0,0,0,0,0,4,0,0,0,1,0,1.0,-6,,
2025-03-21,202503210POR,DEN,Q2,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202503210POR.html,4.03,0,0,,0,0,0,0,0,0,0,1,3,0,0,1,0,3.3,0,,
2025-03-21,202503210POR,DEN,Q3,Jamal Murray,https://www.basketball-reference.com/boxscores/202503210POR.html,11.98,1,3,.333,0,1,0,0,0,3,3,2,1,1,1,1,2,2.9,-11,,.000
2025-03-21,202503210POR,DEN,Q3,Christian Braun,https://www.basketball-reference.com/boxscores/202503210POR.html,12.0,2,3,.667,1,2,2,2,1,2,3,2,0,0,1,2,7,6.6,-11,1.000,.500
2025-03-21,202503210POR,DEN,Q3,Aaron Gordon,https://www.basketball-reference.com/boxscores/202503210POR.html,10.07,3,4,.750,1,2,2,2,0,0,0,1,0,0,1,0,9,7.1,-6,1.000,.500
2025-03-21,202503210POR,DEN,Q3,Russell Westbrook,https://www.basketball-reference.com/boxscores/202503210POR.html,6.0,0,4,.000,0,1,0,0,1,0,1,0,1,0,3,1,0,-4.5,-11,,.000
2025-03-21,202503210POR,DEN,Q3,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202503210POR.html,4.13,0,0,,0,0,2,2,0,0,0,0,0,0,0,0,2,2.0,-10,1.000,
2025-03-21,202503210POR,DEN,Q3,Peyton Watson,https://www.basketball-reference.com/boxscores/202503210POR.html,7.87,1,2,.500,1,1,0,0,0,0,0,0,0,0,0,0,3,2.0,-1,,1.000
2025-03-21,202503210POR,DEN,Q3,Jalen Pickett,https://www.basketball-reference.com/boxscores/202503210POR.html,6.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,0,,
2025-03-21,202503210POR,DEN,Q3,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202503210POR.html,1.93,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-5,,.000
2025-03-21,202503210POR,DEN,Q3,Spencer Jones,https://www.basketball-reference.com/boxscores/202503210POR.html,0.02,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2025-03-21,202503210POR,DEN,Q4,Jamal Murray,https://www.basketball-reference.com/boxscores/202503210POR.html,4.87,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-12,,
2025-03-21,202503210POR,DEN,Q4,Christian Braun,https://www.basketball-reference.com/boxscores/202503210POR.html,4.87,1,1,1.000,0,0,0,0,0,1,1,0,0,0,1,2,2,0.2,-12,,
2025-03-21,202503210POR,DEN,Q4,Aaron Gordon,https://www.basketball-reference.com/boxscores/202503210POR.html,4.87,0,2,.000,0,1,1,2,0,0,0,1,0,0,0,0,1,-0.1,-12,.500,.000
2025-03-21,202503210POR,DEN,Q4,Russell Westbrook,https://www.basketball-reference.com/boxscores/202503210POR.html,5.98,1,3,.333,0,0,1,2,0,1,1,2,0,0,1,2,3,0.8,-10,.500,
2025-03-21,202503210POR,DEN,Q4,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202503210POR.html,7.68,3,4,.750,2,3,0,0,1,0,1,1,1,0,1,2,8,7.0,-16,,.667
2025-03-21,202503210POR,DEN,Q4,Peyton Watson,https://www.basketball-reference.com/boxscores/202503210POR.html,4.52,1,3,.333,0,1,0,0,0,1,1,0,0,0,0,1,2,0.2,-10,,.000
2025-03-21,202503210POR,DEN,Q4,Jalen Pickett,https://www.basketball-reference.com/boxscores/202503210POR.html,7.13,1,3,.333,0,1,0,0,0,0,0,1,1,0,0,1,2,1.6,-1,,.000
2025-03-21,202503210POR,DEN,Q4,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202503210POR.html,2.82,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,-4,,
2025-03-21,202503210POR,DEN,Q4,Spencer Jones,https://www.basketball-reference.com/boxscores/202503210POR.html,4.32,0,2,.000,0,1,2,2,1,0,1,0,0,0,1,0,2,0.3,+3,1.000,.000
2025-03-21,202503210POR,DEN,Q4,PJ Hall,https://www.basketball-reference.com/boxscores/202503210POR.html,4.32,2,3,.667,0,1,0,0,0,0,0,0,0,0,0,0,4,2.7,+3,,.000
2025-03-21,202503210POR,DEN,Q4,Hunter Tyson,https://www.basketball-reference.com/boxscores/202503210POR.html,4.32,1,2,.500,1,1,0,0,3,0,3,1,0,0,0,0,3,4.8,+3,,1.000
2025-03-21,202503210POR,DEN,Q4,Vlatko Čančar,https://www.basketball-reference.com/boxscores/202503210POR.html,4.32,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,1.4,+3,,
2025-03-21,202503210POR,POR,Q1,Shaedon Sharpe,https://www.basketball-reference.com/boxscores/202503210POR.html,9.07,1,5,.200,0,3,0,0,1,1,2,0,1,0,1,1,2,-0.5,-2,,.000
2025-03-21,202503210POR,POR,Q1,Deni Avdija,https://www.basketball-reference.com/boxscores/202503210POR.html,8.65,3,4,.750,1,2,1,2,1,0,1,1,1,0,1,1,8,7.0,-2,.500,.500
