game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2022-04-13,202204130ATL,CHO,LaMelo Ball,https://www.basketball-reference.com/boxscores/202204130ATL.html,38:20,.442,.360,.560,.400,4.7,8.9,6.6,39.7,1.2,0.0,9.3,34.7,97,131
2022-04-13,202204130ATL,CHO,P.J. Washington,https://www.basketball-reference.com/boxscores/202204130ATL.html,38:10,.850,.850,.500,.000,0.0,18.0,7.9,10.0,1.2,4.1,0.0,10.8,165,126
2022-04-13,202204130ATL,CHO,Terry Rozier,https://www.basketball-reference.com/boxscores/202204130ATL.html,36:29,.450,.409,.364,.136,5.0,6.3,5.5,16.8,0.0,0.0,17.7,31.9,82,135
2022-04-13,202204130ATL,CHO,Miles Bridges,https://www.basketball-reference.com/boxscores/202204130ATL.html,29:55,.505,.455,.364,.182,3.0,11.5,6.8,24.7,0.0,2.6,14.4,19.1,100,132
2022-04-13,202204130ATL,CHO,Mason Plumlee,https://www.basketball-reference.com/boxscores/202204130ATL.html,11:27,.798,1.000,.000,2.000,15.8,20.0,17.7,28.1,0.0,0.0,34.7,10.3,134,132
2022-04-13,202204130ATL,CHO,Jalen McDaniels,https://www.basketball-reference.com/boxscores/202204130ATL.html,25:58,.509,.500,.667,.333,0.0,17.6,7.8,6.1,0.0,0.0,12.7,12.5,91,132
2022-04-13,202204130ATL,CHO,Cody Martin,https://www.basketball-reference.com/boxscores/202204130ATL.html,21:51,.210,.000,.333,1.333,4.1,26.2,13.9,6.5,4.3,0.0,17.4,10.8,56,120
2022-04-13,202204130ATL,CHO,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202204130ATL.html,16:00,.798,.667,.000,2.000,5.7,14.3,9.5,0.0,0.0,4.8,0.0,14.5,172,130
2022-04-13,202204130ATL,CHO,Kelly Oubre Jr.,https://www.basketball-reference.com/boxscores/202204130ATL.html,15:53,.300,.300,.800,.000,0.0,21.6,9.5,0.0,0.0,0.0,16.7,15.5,50,131
2022-04-13,202204130ATL,CHO,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202204130ATL.html,5:57,.375,.375,.250,.000,30.4,0.0,17.0,31.1,0.0,0.0,0.0,27.6,109,136
2022-04-13,202204130ATL,ATL,Trae Young,https://www.basketball-reference.com/boxscores/202204130ATL.html,33:48,.436,.354,.292,.333,0.0,8.0,4.5,41.5,1.4,2.9,9.8,37.7,107,103
2022-04-13,202204130ATL,ATL,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202204130ATL.html,30:23,.652,.625,.188,.125,3.8,17.9,11.6,9.1,0.0,0.0,0.0,23.2,141,104
2022-04-13,202204130ATL,ATL,Kevin Huerter,https://www.basketball-reference.com/boxscores/202204130ATL.html,29:46,.722,.722,.444,.000,7.7,9.1,8.5,15.8,1.6,0.0,10.0,14.0,147,103
2022-04-13,202204130ATL,ATL,Danilo Gallinari,https://www.basketball-reference.com/boxscores/202204130ATL.html,29:34,.676,.667,.417,.250,3.9,6.1,5.1,8.6,0.0,0.0,7.0,20.2,133,108
2022-04-13,202204130ATL,ATL,Clint Capela,https://www.basketball-reference.com/boxscores/202204130ATL.html,29:28,.644,.667,.000,.667,15.5,40.0,29.1,12.5,3.2,10.0,7.9,17.9,140,83
2022-04-13,202204130ATL,ATL,Bogdan Bogdanović,https://www.basketball-reference.com/boxscores/202204130ATL.html,24:38,.658,.611,.778,.222,4.6,3.7,4.1,4.7,1.9,0.0,0.0,16.7,146,105
2022-04-13,202204130ATL,ATL,Delon Wright,https://www.basketball-reference.com/boxscores/202204130ATL.html,18:53,.820,.875,.250,.500,12.1,14.4,13.4,24.6,0.0,5.2,0.0,10.8,187,102
2022-04-13,202204130ATL,ATL,Onyeka Okongwu,https://www.basketball-reference.com/boxscores/202204130ATL.html,16:39,.521,.500,.000,1.000,0.0,21.8,12.1,6.3,0.0,0.0,41.0,12.2,70,102
2022-04-13,202204130ATL,ATL,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/boxscores/202204130ATL.html,16:27,.800,.800,.400,.000,0.0,27.5,15.4,0.0,0.0,0.0,16.7,15.2,119,101
2022-04-13,202204130ATL,ATL,Jalen Johnson,https://www.basketball-reference.com/boxscores/202204130ATL.html,3:22,1.500,1.500,1.000,.000,0.0,53.8,30.0,0.0,0.0,0.0,50.0,24.8,72,92
2022-04-13,202204130ATL,ATL,Skylar Mays,https://www.basketball-reference.com/boxscores/202204130ATL.html,3:16,1.000,1.000,.000,.000,0.0,0.0,0.0,42.8,0.0,0.0,0.0,12.8,210,110
2022-04-13,202204130ATL,ATL,Gorgui Dieng,https://www.basketball-reference.com/boxscores/202204130ATL.html,1:53,.750,.750,1.000,.000,0.0,0.0,0.0,100.0,0.0,52.0,0.0,44.3,174,80
2022-04-13,202204130ATL,ATL,Kevin Knox,https://www.basketball-reference.com/boxscores/202204130ATL.html,1:53,,,,,60.7,0.0,26.8,52.0,0.0,0.0,,0.0,229,109
