game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-01-20,202401200HOU,UTA,https://www.basketball-reference.com/boxscores/202401200HOU.html,24,27,38,26,11,126
2024-01-20,202401200HOU,HOU,https://www.basketball-reference.com/boxscores/202401200HOU.html,31,33,25,26,12,127
