game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2025-01-12,202501120UTA,BRK,Q1,Nic Claxton,https://www.basketball-reference.com/boxscores/202501120UTA.html,7.97,0,0,0,0,1,2,.500,0,2,2,3,0,1,0,0,1,4.0,-2,,
2025-01-12,202501120UTA,BRK,Q1,Noah Clowney,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.22,0,2,0,2,0,0,,0,1,1,0,0,0,0,1,0,-1.5,+5,.000,.000
2025-01-12,202501120UTA,BRK,Q1,Ziaire Williams,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.22,1,2,1,2,0,0,,0,1,1,0,0,0,0,0,3,2.3,+5,.500,.500
2025-01-12,202501120UTA,BRK,Q1,Ben Simmons,https://www.basketball-reference.com/boxscores/202501120UTA.html,8.15,2,4,0,0,0,0,,1,2,3,2,0,2,1,0,4,5.1,+3,.500,
2025-01-12,202501120UTA,BRK,Q1,Keon Johnson,https://www.basketball-reference.com/boxscores/202501120UTA.html,8.15,3,5,2,3,0,0,,0,0,0,1,0,0,0,1,8,6.0,+3,.600,.667
2025-01-12,202501120UTA,BRK,Q1,Tyrese Martin,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.78,1,2,0,1,0,0,,1,1,2,0,0,1,1,0,2,1.7,-4,.500,.000
2025-01-12,202501120UTA,BRK,Q1,Jalen Wilson,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.78,1,3,1,3,0,0,,0,2,2,0,0,0,0,0,3,1.9,-4,.333,.333
2025-01-12,202501120UTA,BRK,Q1,Tosan Evbuomwan,https://www.basketball-reference.com/boxscores/202501120UTA.html,3.85,2,2,0,0,0,0,,0,0,0,0,0,0,0,1,4,3.0,-2,1.000,
2025-01-12,202501120UTA,BRK,Q1,Day'Ron Sharpe,https://www.basketball-reference.com/boxscores/202501120UTA.html,4.03,0,1,0,1,2,2,1.000,0,1,1,0,0,0,1,0,2,0.6,+3,.000,.000
2025-01-12,202501120UTA,BRK,Q1,Reece Beekman,https://www.basketball-reference.com/boxscores/202501120UTA.html,3.85,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.7,-2,,
2025-01-12,202501120UTA,BRK,Q2,Nic Claxton,https://www.basketball-reference.com/boxscores/202501120UTA.html,7.58,1,4,0,0,0,0,,1,1,2,0,0,0,0,0,2,0.6,+3,.250,
2025-01-12,202501120UTA,BRK,Q2,Noah Clowney,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.83,0,1,0,1,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-8,.000,.000
2025-01-12,202501120UTA,BRK,Q2,Ziaire Williams,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.43,1,3,0,1,2,2,1.000,0,1,1,0,0,0,0,0,4,2.6,-8,.333,.000
2025-01-12,202501120UTA,BRK,Q2,Ben Simmons,https://www.basketball-reference.com/boxscores/202501120UTA.html,4.42,1,1,0,0,0,0,,0,0,0,2,0,0,0,0,2,3.1,-5,1.000,
2025-01-12,202501120UTA,BRK,Q2,Keon Johnson,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.27,0,1,0,1,0,0,,1,0,1,2,2,0,0,1,0,3.0,-5,.000,.000
2025-01-12,202501120UTA,BRK,Q2,Tyrese Martin,https://www.basketball-reference.com/boxscores/202501120UTA.html,9.0,1,2,0,1,0,0,,0,2,2,1,0,0,1,1,2,0.9,+5,.500,.000
2025-01-12,202501120UTA,BRK,Q2,Jalen Wilson,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.57,0,1,0,1,2,2,1.000,0,0,0,0,1,0,0,1,2,1.9,+6,.000,.000
2025-01-12,202501120UTA,BRK,Q2,Tosan Evbuomwan,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.73,2,3,2,3,1,2,.500,0,3,3,0,0,0,1,0,7,5.2,+3,.667,.667
2025-01-12,202501120UTA,BRK,Q2,Day'Ron Sharpe,https://www.basketball-reference.com/boxscores/202501120UTA.html,4.42,1,2,0,0,0,0,,0,1,1,0,0,0,0,0,2,1.3,-5,.500,
2025-01-12,202501120UTA,BRK,Q2,Reece Beekman,https://www.basketball-reference.com/boxscores/202501120UTA.html,3.75,0,2,0,2,0,0,,0,0,0,0,0,0,0,0,0,-1.4,+4,.000,.000
2025-01-12,202501120UTA,BRK,Q3,Nic Claxton,https://www.basketball-reference.com/boxscores/202501120UTA.html,7.52,2,3,0,0,2,2,1.000,1,0,1,0,0,0,0,0,6,5.4,-3,.667,
2025-01-12,202501120UTA,BRK,Q3,Noah Clowney,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.42,0,2,0,1,0,1,.000,0,1,1,1,0,0,0,0,0,-0.8,-2,.000,.000
2025-01-12,202501120UTA,BRK,Q3,Ziaire Williams,https://www.basketball-reference.com/boxscores/202501120UTA.html,5.42,2,5,2,4,0,0,,0,1,1,0,0,0,0,1,6,3.2,-2,.400,.500
2025-01-12,202501120UTA,BRK,Q3,Ben Simmons,https://www.basketball-reference.com/boxscores/202501120UTA.html,8.0,2,3,0,0,0,0,,1,0,1,3,0,0,0,1,4,5.1,+4,.667,
2025-01-12,202501120UTA,BRK,Q3,Keon Johnson,https://www.basketball-reference.com/boxscores/202501120UTA.html,3.68,0,1,0,1,0,0,,0,1,1,0,0,0,0,0,0,-0.4,0,.000,.000
2025-01-12,202501120UTA,BRK,Q3,Tyrese Martin,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.58,1,2,0,0,0,0,,0,0,0,0,1,0,0,0,2,2.0,-4,.500,
2025-01-12,202501120UTA,BRK,Q3,Jalen Wilson,https://www.basketball-reference.com/boxscores/202501120UTA.html,8.32,1,2,0,1,0,0,,0,0,0,1,0,1,1,0,2,1.4,-6,.500,.000
2025-01-12,202501120UTA,BRK,Q3,Tosan Evbuomwan,https://www.basketball-reference.com/boxscores/202501120UTA.html,6.58,1,1,0,0,2,3,.667,0,0,0,1,0,0,0,1,4,3.6,-4,1.000,
