game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-12-08,202312080PHO,SAC,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202312080PHO.html,38.38,6,11,.545,0,0,3,4,.750,4,13,17,5,0,0,4,4,15,13.9,+3,
2023-12-08,202312080PHO,SAC,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202312080PHO.html,34.87,11,24,.458,4,7,8,10,.800,2,2,4,7,1,0,2,0,34,26.7,+3,.571
2023-12-08,202312080PHO,SAC,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312080PHO.html,32.32,3,11,.273,1,4,2,3,.667,4,4,8,2,1,0,0,0,9,8.5,+8,.250
2023-12-08,202312080PHO,SAC,Keegan Murray,https://www.basketball-reference.com/boxscores/202312080PHO.html,29.73,6,13,.462,1,7,0,0,,2,2,4,0,1,0,1,6,13,5.9,-1,.143
2023-12-08,202312080PHO,SAC,Kevin Huerter,https://www.basketball-reference.com/boxscores/202312080PHO.html,16.62,0,4,.000,0,3,1,1,1.000,0,3,3,1,1,0,0,3,1,-0.4,-1,.000
2023-12-08,202312080PHO,SAC,Malik Monk,https://www.basketball-reference.com/boxscores/202312080PHO.html,27.87,5,10,.500,3,7,0,0,,0,2,2,6,0,0,2,2,13,10.0,+18,.429
2023-12-08,202312080PHO,SAC,Sasha Vezenkov,https://www.basketball-reference.com/boxscores/202312080PHO.html,20.18,5,7,.714,2,3,2,2,1.000,3,0,3,2,3,0,1,1,14,16.2,+5,.667
2023-12-08,202312080PHO,SAC,Keon Ellis,https://www.basketball-reference.com/boxscores/202312080PHO.html,17.32,4,6,.667,2,4,0,0,,0,2,2,0,0,0,2,3,10,4.8,-2,.500
2023-12-08,202312080PHO,SAC,Trey Lyles,https://www.basketball-reference.com/boxscores/202312080PHO.html,13.37,2,6,.333,1,4,0,0,,0,6,6,2,0,0,0,1,5,4.4,+9,.250
2023-12-08,202312080PHO,SAC,JaVale McGee,https://www.basketball-reference.com/boxscores/202312080PHO.html,6.53,0,0,,0,0,0,0,,0,1,1,0,0,0,0,1,0,-0.1,+10,
2023-12-08,202312080PHO,SAC,Chris Duarte,https://www.basketball-reference.com/boxscores/202312080PHO.html,0.92,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4,
2023-12-08,202312080PHO,SAC,Kessler Edwards,https://www.basketball-reference.com/boxscores/202312080PHO.html,0.92,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-4,
2023-12-08,202312080PHO,SAC,Davion Mitchell,https://www.basketball-reference.com/boxscores/202312080PHO.html,0.92,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4,
2023-12-08,202312080PHO,PHO,Eric Gordon,https://www.basketball-reference.com/boxscores/202312080PHO.html,38.02,7,13,.538,3,7,2,2,1.000,0,0,0,3,2,1,4,3,19,12.3,-2,.429
2023-12-08,202312080PHO,PHO,Devin Booker,https://www.basketball-reference.com/boxscores/202312080PHO.html,37.53,10,14,.714,2,2,6,9,.667,0,7,7,7,1,0,3,4,28,24.4,-6,1.000
2023-12-08,202312080PHO,PHO,Jusuf Nurkić,https://www.basketball-reference.com/boxscores/202312080PHO.html,29.78,6,13,.462,2,4,1,4,.250,1,8,9,3,1,0,0,3,15,12.1,+2,.500
2023-12-08,202312080PHO,PHO,Josh Okogie,https://www.basketball-reference.com/boxscores/202312080PHO.html,28.67,0,5,.000,0,3,0,0,,2,0,2,3,2,2,1,3,0,1.2,+3,.000
2023-12-08,202312080PHO,PHO,Keita Bates-Diop,https://www.basketball-reference.com/boxscores/202312080PHO.html,17.18,2,6,.333,1,3,0,2,.000,1,3,4,2,0,0,0,0,5,3.8,-8,.333
2023-12-08,202312080PHO,PHO,Yuta Watanabe,https://www.basketball-reference.com/boxscores/202312080PHO.html,23.83,3,8,.375,3,8,0,0,,0,2,2,1,0,0,0,0,9,5.9,-13,.375
2023-12-08,202312080PHO,PHO,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312080PHO.html,23.23,4,9,.444,0,4,2,2,1.000,0,4,4,1,2,2,0,1,10,10.2,-1,.000
2023-12-08,202312080PHO,PHO,Jordan Goodwin,https://www.basketball-reference.com/boxscores/202312080PHO.html,19.58,3,6,.500,0,1,2,2,1.000,2,3,5,6,0,0,2,2,8,8.7,-12,.000
2023-12-08,202312080PHO,PHO,Drew Eubanks,https://www.basketball-reference.com/boxscores/202312080PHO.html,16.38,4,8,.500,0,0,0,0,,2,4,6,0,0,0,1,3,8,4.4,-10,
2023-12-08,202312080PHO,PHO,Nassir Little,https://www.basketball-reference.com/boxscores/202312080PHO.html,3.9,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1,
2023-12-08,202312080PHO,PHO,Saben Lee,https://www.basketball-reference.com/boxscores/202312080PHO.html,0.92,1,1,1.000,0,0,2,2,1.000,0,0,0,0,0,0,0,0,4,3.7,+4,
2023-12-08,202312080PHO,PHO,Bol Bol,https://www.basketball-reference.com/boxscores/202312080PHO.html,0.92,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+4,
