game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2025-04-16,202504160SAC,DAL,P.J. Washington,https://www.basketball-reference.com/boxscores/202504160SAC.html,36:55,.482,.367,.400,.400,6.7,19.8,13.8,15.1,2.8,0.0,10.2,24.5,109,109
2025-04-16,202504160SAC,DAL,Anthony Davis,https://www.basketball-reference.com/boxscores/202504160SAC.html,34:46,.527,.457,.261,.261,14.2,15.0,14.6,4.8,1.5,7.4,0.0,33.9,122,110
2025-04-16,202504160SAC,DAL,Klay Thompson,https://www.basketball-reference.com/boxscores/202504160SAC.html,33:11,.968,.955,.636,.182,0.0,15.7,8.5,9.8,1.5,2.6,7.8,17.8,167,113
2025-04-16,202504160SAC,DAL,Naji Marshall,https://www.basketball-reference.com/boxscores/202504160SAC.html,29:01,.750,.750,.500,.000,4.2,10.8,7.8,14.4,3.5,0.0,40.0,15.8,95,111
2025-04-16,202504160SAC,DAL,Dereck Lively II,https://www.basketball-reference.com/boxscores/202504160SAC.html,17:54,.425,.400,.000,.400,0.0,5.8,3.2,30.1,5.7,4.8,0.0,15.1,120,106
2025-04-16,202504160SAC,DAL,Daniel Gafford,https://www.basketball-reference.com/boxscores/202504160SAC.html,20:30,.781,.750,.000,1.000,6.0,15.3,11.0,6.9,0.0,8.4,14.8,15.2,141,113
2025-04-16,202504160SAC,DAL,Dante Exum,https://www.basketball-reference.com/boxscores/202504160SAC.html,18:59,1.127,1.125,.250,.500,0.0,16.5,8.9,49.1,2.7,0.0,17.0,14.2,193,111
2025-04-16,202504160SAC,DAL,Brandon Williams,https://www.basketball-reference.com/boxscores/202504160SAC.html,17:39,.871,.813,.500,.500,0.0,0.0,0.0,49.6,0.0,0.0,0.0,25.4,187,123
2025-04-16,202504160SAC,DAL,Max Christie,https://www.basketball-reference.com/boxscores/202504160SAC.html,12:53,.500,.500,.500,.000,0.0,8.1,4.4,10.0,0.0,0.0,0.0,7.1,123,120
2025-04-16,202504160SAC,DAL,Caleb Martin,https://www.basketball-reference.com/boxscores/202504160SAC.html,12:03,.000,.000,.000,.000,0.0,26.0,14.1,19.4,0.0,7.1,0.0,3.8,100,109
2025-04-16,202504160SAC,DAL,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,124
2025-04-16,202504160SAC,DAL,Jaden Hardy,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0,122
2025-04-16,202504160SAC,DAL,Dwight Powell,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,.000,.000,.000,.000,100.0,0.0,55.1,0.0,0.0,0.0,0.0,67.3,59,124
2025-04-16,202504160SAC,SAC,Zach LaVine,https://www.basketball-reference.com/boxscores/202504160SAC.html,44:06,.526,.526,.526,.000,2.4,5.6,3.8,30.3,0.0,0.0,20.8,23.0,104,135
2025-04-16,202504160SAC,SAC,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202504160SAC.html,42:59,.539,.500,.179,.214,0.0,20.0,9.2,8.4,2.4,0.0,6.1,32.1,112,126
2025-04-16,202504160SAC,SAC,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202504160SAC.html,37:00,.396,.385,.154,.154,16.9,23.3,19.8,18.8,2.8,0.0,26.5,21.6,87,124
2025-04-16,202504160SAC,SAC,Keegan Murray,https://www.basketball-reference.com/boxscores/202504160SAC.html,36:02,.455,.444,.667,.222,8.7,10.2,9.4,7.2,1.4,4.8,23.3,15.1,90,127
2025-04-16,202504160SAC,SAC,Keon Ellis,https://www.basketball-reference.com/boxscores/202504160SAC.html,18:00,1.014,1.000,.750,.250,0.0,6.8,3.1,8.1,0.0,0.0,18.4,12.8,157,135
2025-04-16,202504160SAC,SAC,Devin Carter,https://www.basketball-reference.com/boxscores/202504160SAC.html,21:51,.740,.700,.400,.800,9.6,11.3,10.3,12.8,2.3,0.0,0.0,13.1,170,128
2025-04-16,202504160SAC,SAC,Trey Lyles,https://www.basketball-reference.com/boxscores/202504160SAC.html,18:14,.625,.625,.500,.000,5.7,33.8,18.6,7.4,0.0,0.0,20.0,11.6,114,128
2025-04-16,202504160SAC,SAC,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202504160SAC.html,9:40,1.000,1.000,.000,.000,10.8,0.0,5.8,0.0,0.0,18.1,0.0,8.7,205,123
2025-04-16,202504160SAC,SAC,Doug McDermott,https://www.basketball-reference.com/boxscores/202504160SAC.html,5:59,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.2,0,136
2025-04-16,202504160SAC,SAC,Terence Davis,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,.750,.750,.500,.000,0.0,100.0,55.1,0.0,0.0,0.0,0.0,41.2,141,105
2025-04-16,202504160SAC,SAC,Markelle Fultz,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,136
2025-04-16,202504160SAC,SAC,Isaac Jones,https://www.basketball-reference.com/boxscores/202504160SAC.html,2:03,1.000,1.000,.000,.000,50.9,0.0,27.5,100.0,0.0,0.0,0.0,20.6,210,136
