game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-05-08,202105080PHI,DET,Mason Plumlee,https://www.basketball-reference.com/boxscores/202105080PHI.html,24.57,6,9,.667,0,0,0,0,3,3,6,5,1,2,1,4,12,14.4,-12,,
2021-05-08,202105080PHI,DET,Saddiq Bey,https://www.basketball-reference.com/boxscores/202105080PHI.html,24.0,6,10,.600,1,4,1,1,1,6,7,0,0,1,0,2,14,11.8,-20,.250,1.000
2021-05-08,202105080PHI,DET,Jerami Grant,https://www.basketball-reference.com/boxscores/202105080PHI.html,24.0,5,10,.500,0,4,4,6,0,4,4,1,0,2,3,1,14,8.1,-20,.000,.667
2021-05-08,202105080PHI,DET,Wayne Ellington,https://www.basketball-reference.com/boxscores/202105080PHI.html,24.0,1,7,.143,1,6,0,0,0,1,1,2,0,0,1,0,3,-0.8,-20,.167,
2021-05-08,202105080PHI,DET,Cory Joseph,https://www.basketball-reference.com/boxscores/202105080PHI.html,19.85,2,4,.500,0,1,1,1,0,3,3,3,0,0,4,3,5,0.8,-11,.000,1.000
2021-05-08,202105080PHI,DET,Deividas Sirvydis,https://www.basketball-reference.com/boxscores/202105080PHI.html,24.0,3,6,.500,2,4,0,0,0,6,6,1,0,0,0,2,8,6.7,+6,.500,
2021-05-08,202105080PHI,DET,Sekou Doumbouya,https://www.basketball-reference.com/boxscores/202105080PHI.html,22.1,5,10,.500,1,3,1,3,2,2,4,1,1,0,1,3,12,7.7,-4,.333,.333
2021-05-08,202105080PHI,DET,Killian Hayes,https://www.basketball-reference.com/boxscores/202105080PHI.html,21.37,4,8,.500,2,3,0,0,1,0,1,6,0,0,2,2,10,8.1,-2,.667,
2021-05-08,202105080PHI,DET,Isaiah Stewart,https://www.basketball-reference.com/boxscores/202105080PHI.html,20.17,2,6,.333,2,4,3,4,1,5,6,0,1,2,1,4,9,7.2,-7,.500,.750
2021-05-08,202105080PHI,DET,Frank Jackson,https://www.basketball-reference.com/boxscores/202105080PHI.html,19.83,4,9,.444,2,5,1,1,1,2,3,1,2,0,1,1,11,8.9,+3,.400,1.000
2021-05-08,202105080PHI,DET,Saben Lee,https://www.basketball-reference.com/boxscores/202105080PHI.html,10.95,1,3,.333,0,0,0,0,1,0,1,2,0,0,1,0,2,1.4,+2,,
2021-05-08,202105080PHI,DET,Jahlil Okafor,https://www.basketball-reference.com/boxscores/202105080PHI.html,3.27,2,2,1.000,0,0,0,0,0,1,1,0,0,0,1,3,4,1.5,+5,,
2021-05-08,202105080PHI,DET,Tyler Cook,https://www.basketball-reference.com/boxscores/202105080PHI.html,1.9,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,+10,,
2021-05-08,202105080PHI,PHI,Tyrese Maxey,https://www.basketball-reference.com/boxscores/202105080PHI.html,35.22,7,11,.636,2,3,6,7,0,5,5,4,2,1,1,2,22,21.9,+25,.667,.857
2021-05-08,202105080PHI,PHI,Danny Green,https://www.basketball-reference.com/boxscores/202105080PHI.html,31.53,3,9,.333,3,7,2,2,1,2,3,4,2,1,1,2,11,10.9,+26,.429,1.000
2021-05-08,202105080PHI,PHI,Tobias Harris,https://www.basketball-reference.com/boxscores/202105080PHI.html,29.95,7,16,.438,0,3,4,5,1,5,6,4,0,0,0,1,18,13.8,+20,.000,.800
2021-05-08,202105080PHI,PHI,Joel Embiid,https://www.basketball-reference.com/boxscores/202105080PHI.html,22.85,11,13,.846,1,1,6,6,1,5,6,1,1,0,1,1,29,26.8,+19,1.000,1.000
2021-05-08,202105080PHI,PHI,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202105080PHI.html,19.25,1,3,.333,0,2,0,0,0,3,3,0,5,0,0,3,2,5.0,+10,.000,
2021-05-08,202105080PHI,PHI,Shake Milton,https://www.basketball-reference.com/boxscores/202105080PHI.html,25.78,1,6,.167,0,3,3,3,0,1,1,4,0,0,2,4,5,0.7,+2,.000,1.000
2021-05-08,202105080PHI,PHI,George Hill,https://www.basketball-reference.com/boxscores/202105080PHI.html,23.73,2,7,.286,1,3,0,0,1,1,2,2,1,0,3,2,5,0.5,-3,.333,
2021-05-08,202105080PHI,PHI,Dwight Howard,https://www.basketball-reference.com/boxscores/202105080PHI.html,22.43,6,9,.667,1,2,6,8,5,9,14,1,0,0,2,2,19,18.4,+3,.500,.750
2021-05-08,202105080PHI,PHI,Mike Scott,https://www.basketball-reference.com/boxscores/202105080PHI.html,18.05,2,6,.333,1,3,0,0,0,4,4,2,0,2,0,0,5,5.6,-6,.333,
2021-05-08,202105080PHI,PHI,Isaiah Joe,https://www.basketball-reference.com/boxscores/202105080PHI.html,6.6,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-8,.000,
2021-05-08,202105080PHI,PHI,Paul Reed,https://www.basketball-reference.com/boxscores/202105080PHI.html,2.72,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-8,,
2021-05-08,202105080PHI,PHI,Rayjon Tucker,https://www.basketball-reference.com/boxscores/202105080PHI.html,1.88,0,2,.000,0,2,0,0,0,0,0,0,0,0,0,1,0,-1.8,-10,.000,
