game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2021-01-24,202101240BOS,CLE,Q1,Isaac Okoro,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-12,,,
2021-01-24,202101240BOS,CLE,Q1,Andre Drummond,https://www.basketball-reference.com/boxscores/202101240BOS.html,7.37,3,5,0,0,3,4,3,1,4,0,0,0,0,1,9,8.3,-11,.600,.750,
2021-01-24,202101240BOS,CLE,Q1,Cedi Osman,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.95,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.4,-12,.000,,.000
2021-01-24,202101240BOS,CLE,Q1,Collin Sexton,https://www.basketball-reference.com/boxscores/202101240BOS.html,7.37,1,4,0,1,2,2,0,1,1,0,0,0,2,1,4,-0.5,-11,.250,1.000,.000
2021-01-24,202101240BOS,CLE,Q1,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.95,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,-1.5,-12,.000,,.000
2021-01-24,202101240BOS,CLE,Q1,Damyean Dotson,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.05,2,3,2,2,0,0,0,0,0,1,1,0,0,0,6,6.4,-5,.667,,1.000
2021-01-24,202101240BOS,CLE,Q1,Jarrett Allen,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.05,0,2,0,0,2,2,2,1,3,1,0,1,0,0,2,3.7,-5,.000,1.000,
2021-01-24,202101240BOS,CLE,Q1,Dylan Windler,https://www.basketball-reference.com/boxscores/202101240BOS.html,4.63,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.3,-6,.000,,.000
2021-01-24,202101240BOS,CLE,Q1,Darius Garland,https://www.basketball-reference.com/boxscores/202101240BOS.html,4.63,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,-1.1,-6,.000,,.000
2021-01-24,202101240BOS,CLE,Q1,Taurean Prince,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.05,0,3,0,2,0,0,0,0,0,1,0,0,1,1,0,-2.8,-5,.000,,.000
2021-01-24,202101240BOS,CLE,Q2,Isaac Okoro,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.2,1,2,0,1,1,2,0,1,1,0,0,1,1,1,3,1.2,-8,.500,.500,.000
2021-01-24,202101240BOS,CLE,Q2,Andre Drummond,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.07,1,3,0,0,0,0,0,1,1,0,0,1,0,1,2,0.9,+1,.333,,
2021-01-24,202101240BOS,CLE,Q2,Cedi Osman,https://www.basketball-reference.com/boxscores/202101240BOS.html,6.45,2,4,2,3,0,0,1,1,2,0,0,0,0,2,6,4.2,-6,.500,,.667
2021-01-24,202101240BOS,CLE,Q2,Collin Sexton,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.55,0,2,0,0,4,4,1,0,1,1,0,0,2,0,4,2.0,+1,.000,1.000,
2021-01-24,202101240BOS,CLE,Q2,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.38,1,1,0,0,0,0,1,0,1,1,0,0,0,1,2,2.7,-4,1.000,,
2021-01-24,202101240BOS,CLE,Q2,Damyean Dotson,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.55,1,2,1,2,0,0,0,0,0,0,0,0,0,1,3,1.6,+1,.500,,.500
2021-01-24,202101240BOS,CLE,Q2,Jarrett Allen,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.57,2,2,0,0,0,0,0,0,0,1,0,0,0,1,4,3.7,-1,1.000,,
2021-01-24,202101240BOS,CLE,Q2,Dylan Windler,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.55,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2.4,+1,1.000,,
2021-01-24,202101240BOS,CLE,Q2,Darius Garland,https://www.basketball-reference.com/boxscores/202101240BOS.html,6.45,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1.0,-6,.000,,
2021-01-24,202101240BOS,CLE,Q2,Taurean Prince,https://www.basketball-reference.com/boxscores/202101240BOS.html,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,,,
2021-01-24,202101240BOS,CLE,Q2,JaVale McGee,https://www.basketball-reference.com/boxscores/202101240BOS.html,6.62,2,2,0,0,0,2,0,4,4,1,1,1,0,0,4,6.2,-1,1.000,.000,
2021-01-24,202101240BOS,CLE,Q3,Isaac Okoro,https://www.basketball-reference.com/boxscores/202101240BOS.html,6.08,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1.3,-15,.000,,
2021-01-24,202101240BOS,CLE,Q3,Andre Drummond,https://www.basketball-reference.com/boxscores/202101240BOS.html,7.32,0,1,0,0,0,2,0,0,0,0,0,1,3,1,0,-4.2,-19,.000,.000,
2021-01-24,202101240BOS,CLE,Q3,Cedi Osman,https://www.basketball-reference.com/boxscores/202101240BOS.html,7.32,2,4,2,3,0,0,0,0,0,0,0,0,1,2,6,2.2,-19,.500,,.667
2021-01-24,202101240BOS,CLE,Q3,Collin Sexton,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.27,2,2,0,0,1,1,0,0,0,1,0,0,2,1,5,2.7,-4,1.000,1.000,
2021-01-24,202101240BOS,CLE,Q3,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.27,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.6,-4,,,
2021-01-24,202101240BOS,CLE,Q3,Damyean Dotson,https://www.basketball-reference.com/boxscores/202101240BOS.html,4.68,1,2,0,1,1,1,0,1,1,1,0,0,0,0,3,3.0,+5,.500,1.000,.000
2021-01-24,202101240BOS,CLE,Q3,Jarrett Allen,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.73,1,1,0,0,0,0,1,1,2,0,0,0,0,1,2,2.3,-10,1.000,,
2021-01-24,202101240BOS,CLE,Q3,Dylan Windler,https://www.basketball-reference.com/boxscores/202101240BOS.html,4.68,0,1,0,1,2,2,2,0,2,1,1,0,0,1,2,4.0,+5,.000,1.000,.000
2021-01-24,202101240BOS,CLE,Q3,Darius Garland,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.58,1,6,0,4,0,0,0,0,0,2,0,0,1,0,2,-1.4,-10,.167,,.000
2021-01-24,202101240BOS,CLE,Q3,Taurean Prince,https://www.basketball-reference.com/boxscores/202101240BOS.html,6.07,2,4,2,3,1,2,0,1,1,1,1,1,0,1,7,6.9,+1,.500,.500,.667
2021-01-24,202101240BOS,CLE,Q4,Isaac Okoro,https://www.basketball-reference.com/boxscores/202101240BOS.html,11.08,0,3,0,1,3,4,0,0,0,0,1,0,1,0,3,0.5,-4,.000,.750,.000
2021-01-24,202101240BOS,CLE,Q4,Damyean Dotson,https://www.basketball-reference.com/boxscores/202101240BOS.html,9.47,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,-0.7,-7,.000,,.000
2021-01-24,202101240BOS,CLE,Q4,Jarrett Allen,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.45,2,2,0,0,0,0,0,2,2,0,0,0,0,0,4,4.0,+7,1.000,,
2021-01-24,202101240BOS,CLE,Q4,Dylan Windler,https://www.basketball-reference.com/boxscores/202101240BOS.html,10.87,2,3,1,2,2,2,0,1,1,0,0,0,0,0,7,6.0,-2,.667,1.000,.500
2021-01-24,202101240BOS,CLE,Q4,Darius Garland,https://www.basketball-reference.com/boxscores/202101240BOS.html,3.45,0,1,0,1,2,2,0,0,0,1,0,0,0,0,2,2.0,+7,.000,1.000,.000
2021-01-24,202101240BOS,CLE,Q4,Taurean Prince,https://www.basketball-reference.com/boxscores/202101240BOS.html,5.6,1,2,0,0,0,0,0,0,0,3,2,0,0,1,2,4.7,+9,.500,,
2021-01-24,202101240BOS,CLE,Q4,JaVale McGee,https://www.basketball-reference.com/boxscores/202101240BOS.html,8.55,3,8,0,1,1,2,0,2,2,0,0,1,0,2,7,2.7,-9,.375,.500,.000
