game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-03-12,202203120DEN,TOR,https://www.basketball-reference.com/boxscores/202203120DEN.html,28,37,28,34,127
2022-03-12,202203120DEN,DEN,https://www.basketball-reference.com/boxscores/202203120DEN.html,25,38,36,16,115
