game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-11-11,202311110ATL,MIA,Q1,Bam Adebayo,https://www.basketball-reference.com/boxscores/202311110ATL.html,8.88,4,5,.800,0,0,2,2,1.000,0,3,3,1,0,1,0,0,10,10.4,+11,
2023-11-11,202311110ATL,MIA,Q1,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.22,2,5,.400,0,3,0,0,,1,1,2,3,0,0,0,0,4,4.4,+15,.000
2023-11-11,202311110ATL,MIA,Q1,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.22,1,2,.500,0,1,2,3,.667,1,3,4,2,1,0,0,1,4,6.2,+15,.000
2023-11-11,202311110ATL,MIA,Q1,Kyle Lowry,https://www.basketball-reference.com/boxscores/202311110ATL.html,10.22,2,3,.667,2,2,2,2,1.000,0,0,0,3,0,0,0,0,8,8.8,+18,1.000
2023-11-11,202311110ATL,MIA,Q1,Duncan Robinson,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.88,2,3,.667,0,1,0,0,,0,1,1,0,0,0,0,0,4,3.0,+8,.000
2023-11-11,202311110ATL,MIA,Q1,Dru Smith,https://www.basketball-reference.com/boxscores/202311110ATL.html,2.78,0,0,,0,0,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+2,
2023-11-11,202311110ATL,MIA,Q1,Josh Richardson,https://www.basketball-reference.com/boxscores/202311110ATL.html,5.9,2,2,1.000,1,1,1,1,1.000,0,0,0,0,0,0,0,0,6,5.4,+8,1.000
2023-11-11,202311110ATL,MIA,Q1,Kevin Love,https://www.basketball-reference.com/boxscores/202311110ATL.html,5.48,2,2,1.000,1,1,0,0,,0,2,2,1,0,0,0,0,5,5.7,+8,1.000
2023-11-11,202311110ATL,MIA,Q1,Jamal Cain,https://www.basketball-reference.com/boxscores/202311110ATL.html,0.4,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
2023-11-11,202311110ATL,MIA,Q2,Bam Adebayo,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.47,3,3,1.000,0,0,0,0,,1,1,2,2,1,1,0,0,6,9.2,-4,
2023-11-11,202311110ATL,MIA,Q2,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.65,4,6,.667,2,3,0,0,,0,0,0,0,1,0,0,1,10,8.0,-8,.667
2023-11-11,202311110ATL,MIA,Q2,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.23,1,4,.250,0,2,0,0,,0,0,0,2,1,1,0,0,2,2.7,-6,.000
2023-11-11,202311110ATL,MIA,Q2,Kyle Lowry,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.23,0,2,.000,0,2,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-6,.000
2023-11-11,202311110ATL,MIA,Q2,Duncan Robinson,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.93,0,5,.000,0,5,0,0,,0,0,0,0,1,0,0,1,0,-2.9,-4,.000
2023-11-11,202311110ATL,MIA,Q2,Dru Smith,https://www.basketball-reference.com/boxscores/202311110ATL.html,8.83,2,4,.500,0,1,0,0,,0,0,0,0,1,1,0,2,4,2.9,-2,.000
2023-11-11,202311110ATL,MIA,Q2,Josh Richardson,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.12,0,0,,0,0,0,0,,0,2,2,0,0,0,0,0,0,0.6,+2,
2023-11-11,202311110ATL,MIA,Q2,Kevin Love,https://www.basketball-reference.com/boxscores/202311110ATL.html,2.53,0,2,.000,0,2,0,0,,0,0,0,0,0,0,1,0,0,-2.4,-2,.000
2023-11-11,202311110ATL,MIA,Q3,Bam Adebayo,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.0,1,2,.500,0,0,0,0,,0,4,4,0,0,0,3,2,2,-1.6,-9,
2023-11-11,202311110ATL,MIA,Q3,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202311110ATL.html,7.6,2,5,.400,0,1,2,2,1.000,0,1,1,1,0,0,1,0,6,3.3,-2,.000
2023-11-11,202311110ATL,MIA,Q3,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202311110ATL.html,9.4,1,3,.333,0,1,0,0,,0,2,2,1,0,0,1,0,2,0.6,+5,.000
2023-11-11,202311110ATL,MIA,Q3,Kyle Lowry,https://www.basketball-reference.com/boxscores/202311110ATL.html,10.23,2,3,.667,2,2,0,0,,0,1,1,1,1,0,1,1,6,5.3,+2,1.000
