game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2021-05-16,202105160DET,MIA,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202105160DET.html,41.57,10,16,.625,0,0,3,7,.429,3,7,10,0,2,1,2,3,23,17.9,+6,
2021-05-16,202105160DET,MIA,Nemanja Bjelica,https://www.basketball-reference.com/boxscores/202105160DET.html,37.93,8,13,.615,4,6,1,2,.500,2,4,6,6,2,1,2,3,21,21.0,+13,.667
2021-05-16,202105160DET,MIA,Gabe Vincent,https://www.basketball-reference.com/boxscores/202105160DET.html,36.73,6,12,.500,3,7,0,0,,0,6,6,10,2,0,3,3,15,15.6,+3,.429
2021-05-16,202105160DET,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202105160DET.html,35.18,7,13,.538,1,5,1,2,.500,0,6,6,11,0,0,1,3,16,16.6,+21,.200
2021-05-16,202105160DET,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202105160DET.html,19.08,3,5,.600,2,4,0,0,,0,2,2,1,2,1,0,2,8,8.9,+9,.500
2021-05-16,202105160DET,MIA,Max Strus,https://www.basketball-reference.com/boxscores/202105160DET.html,35.67,7,16,.438,3,11,3,4,.750,0,4,4,2,1,0,0,1,20,14.4,+4,.273
2021-05-16,202105160DET,MIA,KZ Okpala,https://www.basketball-reference.com/boxscores/202105160DET.html,33.83,6,9,.667,0,1,5,5,1.000,1,4,5,2,2,2,2,4,17,16.2,+9,.000
2021-05-16,202105160DET,DET,Saddiq Bey,https://www.basketball-reference.com/boxscores/202105160DET.html,36.57,7,21,.333,4,15,4,5,.800,1,4,5,4,1,1,2,2,22,13.3,-14,.267
2021-05-16,202105160DET,DET,Killian Hayes,https://www.basketball-reference.com/boxscores/202105160DET.html,30.9,3,7,.429,2,5,2,2,1.000,0,0,0,4,1,0,3,5,10,5.1,-9,.400
2021-05-16,202105160DET,DET,Cory Joseph,https://www.basketball-reference.com/boxscores/202105160DET.html,30.78,6,14,.429,2,4,0,0,,1,3,4,5,1,1,2,2,14,10.6,-8,.500
2021-05-16,202105160DET,DET,Hamidou Diallo,https://www.basketball-reference.com/boxscores/202105160DET.html,30.47,4,8,.500,1,3,6,9,.667,1,4,5,2,0,0,4,4,15,7.5,-13,.333
2021-05-16,202105160DET,DET,Jahlil Okafor,https://www.basketball-reference.com/boxscores/202105160DET.html,24.28,3,5,.600,0,0,1,1,1.000,1,4,5,0,0,1,1,3,7,5.1,-8,
2021-05-16,202105160DET,DET,Tyler Cook,https://www.basketball-reference.com/boxscores/202105160DET.html,35.15,6,8,.750,0,0,0,0,,2,7,9,1,0,0,0,1,12,12.6,-4,
2021-05-16,202105160DET,DET,Saben Lee,https://www.basketball-reference.com/boxscores/202105160DET.html,27.7,5,8,.625,0,1,0,0,,0,2,2,7,0,1,2,1,10,10.2,0,.000
2021-05-16,202105160DET,DET,Josh Jackson,https://www.basketball-reference.com/boxscores/202105160DET.html,24.15,6,15,.400,2,7,3,5,.600,1,2,3,3,1,0,2,3,17,9.3,-9,.286
