game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2025-04-09,202504090WAS,PHI,Q1,Adem Bona,https://www.basketball-reference.com/boxscores/202504090WAS.html,10.65,4,4,1.000,0,0,1,2,.500,1,1,2,0,0,1,0,1,9,8.7,+1,
2025-04-09,202504090WAS,PHI,Q1,Quentin Grimes,https://www.basketball-reference.com/boxscores/202504090WAS.html,12.0,0,7,.000,0,3,2,2,1.000,1,5,6,4,1,1,2,0,2,1.8,+2,.000
2025-04-09,202504090WAS,PHI,Q1,Jared Butler,https://www.basketball-reference.com/boxscores/202504090WAS.html,10.65,1,3,.333,1,2,0,0,,1,2,3,1,0,0,1,0,3,2.3,+1,.500
2025-04-09,202504090WAS,PHI,Q1,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202504090WAS.html,7.55,3,5,.600,2,4,0,0,,0,0,0,0,0,0,0,2,8,4.9,+2,.500
2025-04-09,202504090WAS,PHI,Q1,Marcus Bagley,https://www.basketball-reference.com/boxscores/202504090WAS.html,7.55,0,1,.000,0,1,0,0,,0,2,2,0,0,0,0,1,0,-0.5,+2,.000
2025-04-09,202504090WAS,PHI,Q1,Jeff Dowtin Jr.,https://www.basketball-reference.com/boxscores/202504090WAS.html,1.35,0,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0.7,+1,
2025-04-09,202504090WAS,PHI,Q1,Colin Castleton,https://www.basketball-reference.com/boxscores/202504090WAS.html,1.35,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1,
2025-04-09,202504090WAS,PHI,Q1,Ricky Council IV,https://www.basketball-reference.com/boxscores/202504090WAS.html,4.45,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
2025-04-09,202504090WAS,PHI,Q1,Alex Reese,https://www.basketball-reference.com/boxscores/202504090WAS.html,4.45,1,2,.500,1,2,0,0,,0,1,1,0,0,2,0,0,3,3.7,0,.500
2025-04-09,202504090WAS,PHI,Q2,Adem Bona,https://www.basketball-reference.com/boxscores/202504090WAS.html,6.82,0,0,,0,0,0,0,,1,2,3,0,0,0,2,0,0,-0.7,-3,
2025-04-09,202504090WAS,PHI,Q2,Quentin Grimes,https://www.basketball-reference.com/boxscores/202504090WAS.html,3.93,0,3,.000,0,3,0,0,,1,0,1,1,0,0,0,0,0,-0.7,-8,.000
2025-04-09,202504090WAS,PHI,Q2,Jared Butler,https://www.basketball-reference.com/boxscores/202504090WAS.html,6.82,3,8,.375,2,6,0,0,,0,2,2,0,1,0,1,2,8,3.4,-3,.333
2025-04-09,202504090WAS,PHI,Q2,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202504090WAS.html,5.67,2,4,.500,0,1,0,0,,0,0,0,0,0,0,1,1,4,0.6,+3,.000
2025-04-09,202504090WAS,PHI,Q2,Marcus Bagley,https://www.basketball-reference.com/boxscores/202504090WAS.html,6.82,0,3,.000,0,2,0,0,,2,0,2,1,0,0,0,1,0,-0.4,-3,.000
2025-04-09,202504090WAS,PHI,Q2,Jeff Dowtin Jr.,https://www.basketball-reference.com/boxscores/202504090WAS.html,11.43,3,6,.500,1,3,4,6,.667,0,0,0,1,3,0,0,0,11,10.9,+3,.333
2025-04-09,202504090WAS,PHI,Q2,Colin Castleton,https://www.basketball-reference.com/boxscores/202504090WAS.html,7.58,1,2,.500,0,1,0,0,,3,2,5,1,0,0,0,0,2,4.4,+10,.000
2025-04-09,202504090WAS,PHI,Q2,Ricky Council IV,https://www.basketball-reference.com/boxscores/202504090WAS.html,5.75,1,3,.333,1,3,0,0,,0,1,1,0,1,0,1,0,3,1.6,+2,.333
2025-04-09,202504090WAS,PHI,Q2,Alex Reese,https://www.basketball-reference.com/boxscores/202504090WAS.html,5.18,0,0,,0,0,0,0,,0,1,1,0,1,0,1,0,0,0.3,+4,
2025-04-09,202504090WAS,PHI,Q3,Adem Bona,https://www.basketball-reference.com/boxscores/202504090WAS.html,9.1,1,2,.500,0,0,0,0,,1,3,4,0,0,1,1,0,2,2.3,-2,
