game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-05-01,202105010MIN,NOP,https://www.basketball-reference.com/boxscores/202105010MIN.html,38,27,33,25,17,140
2021-05-01,202105010MIN,MIN,https://www.basketball-reference.com/boxscores/202105010MIN.html,30,35,32,26,13,136
