game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2025-03-19,202503190SAS,NYK,https://www.basketball-reference.com/boxscores/202503190SAS.html,20,23,29,33,105
2025-03-19,202503190SAS,SAS,https://www.basketball-reference.com/boxscores/202503190SAS.html,29,38,16,37,120
