game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2019-11-27,201911270HOU,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/201911270HOU.html,39.75,5,8,.625,0,0,7,10,.700,3,8,11,8,1,2,5,1,17,19.3,-6,
2019-11-27,201911270HOU,MIA,Goran Dragić,https://www.basketball-reference.com/boxscores/201911270HOU.html,33.58,5,11,.455,2,6,1,4,.250,0,2,2,1,1,0,2,3,13,5.2,-7,.333
2019-11-27,201911270HOU,MIA,Kendrick Nunn,https://www.basketball-reference.com/boxscores/201911270HOU.html,28.13,3,11,.273,3,8,0,0,,0,0,0,4,1,1,0,2,9,6.2,-6,.375
2019-11-27,201911270HOU,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/201911270HOU.html,21.4,4,8,.500,3,7,2,2,1.000,0,3,3,1,1,0,1,5,13,8.6,-17,.429
2019-11-27,201911270HOU,MIA,Meyers Leonard,https://www.basketball-reference.com/boxscores/201911270HOU.html,14.93,2,4,.500,1,2,0,0,,0,3,3,1,1,0,0,4,5,4.0,-12,.500
2019-11-27,201911270HOU,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/201911270HOU.html,35.55,8,18,.444,3,8,3,4,.750,1,7,8,3,2,0,5,1,22,13.7,-1,.375
2019-11-27,201911270HOU,MIA,Justise Winslow,https://www.basketball-reference.com/boxscores/201911270HOU.html,34.1,3,10,.300,0,3,4,4,1.000,1,6,7,3,1,0,1,5,10,6.8,+3,.000
2019-11-27,201911270HOU,MIA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/201911270HOU.html,24.37,7,10,.700,2,3,3,3,1.000,3,3,6,1,0,0,3,2,19,14.7,+14,.667
2019-11-27,201911270HOU,MIA,James Johnson,https://www.basketball-reference.com/boxscores/201911270HOU.html,8.18,0,0,,0,0,0,0,,0,1,1,0,0,0,1,1,0,-1.1,-13,
2019-11-27,201911270HOU,HOU,P.J. Tucker,https://www.basketball-reference.com/boxscores/201911270HOU.html,36.77,3,6,.500,1,2,0,0,,1,6,7,1,4,0,0,2,7,10.4,+11,.500
2019-11-27,201911270HOU,HOU,Russell Westbrook,https://www.basketball-reference.com/boxscores/201911270HOU.html,36.45,11,21,.524,0,2,5,6,.833,1,8,9,7,2,0,9,5,27,15.3,+9,.000
2019-11-27,201911270HOU,HOU,James Harden,https://www.basketball-reference.com/boxscores/201911270HOU.html,35.25,9,23,.391,7,17,9,10,.900,2,4,6,5,1,1,2,0,34,26.9,+11,.412
2019-11-27,201911270HOU,HOU,Danuel House Jr.,https://www.basketball-reference.com/boxscores/201911270HOU.html,33.92,7,11,.636,4,8,5,7,.714,2,2,4,2,2,0,1,1,23,21.3,-1,.500
2019-11-27,201911270HOU,HOU,Tyson Chandler,https://www.basketball-reference.com/boxscores/201911270HOU.html,7.63,0,0,,0,0,1,2,.500,0,1,1,0,0,0,1,2,1,-0.9,+6,
2019-11-27,201911270HOU,HOU,Gary Clark,https://www.basketball-reference.com/boxscores/201911270HOU.html,29.28,5,10,.500,2,6,0,0,,3,5,8,1,1,1,0,3,12,11.8,+7,.333
2019-11-27,201911270HOU,HOU,Ben McLemore,https://www.basketball-reference.com/boxscores/201911270HOU.html,19.42,2,6,.333,1,5,2,2,1.000,0,3,3,1,1,0,1,5,7,3.2,+8,.200
2019-11-27,201911270HOU,HOU,Austin Rivers,https://www.basketball-reference.com/boxscores/201911270HOU.html,18.97,1,3,.333,0,2,3,4,.750,0,2,2,1,0,0,1,1,5,2.8,0,.000
2019-11-27,201911270HOU,HOU,Thabo Sefolosha,https://www.basketball-reference.com/boxscores/201911270HOU.html,11.37,0,1,.000,0,1,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-3,.000
2019-11-27,201911270HOU,HOU,Isaiah Hartenstein,https://www.basketball-reference.com/boxscores/201911270HOU.html,10.42,0,1,.000,0,0,1,2,.500,0,2,2,1,0,0,0,2,1,0.4,-1,
2019-11-27,201911270HOU,HOU,Chris Clemons,https://www.basketball-reference.com/boxscores/201911270HOU.html,0.53,0,1,.000,0,1,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2,.000
