game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2023-03-31,202303310BOS,UTA,Walker Kessler,https://www.basketball-reference.com/boxscores/202303310BOS.html,33.85,10,13,.769,0,0,0,0,5,5,10,2,0,3,2,1,20,21.0,-3,,
2023-03-31,202303310BOS,UTA,Talen Horton-Tucker,https://www.basketball-reference.com/boxscores/202303310BOS.html,31.07,9,21,.429,0,3,10,10,1,7,8,7,0,0,4,0,28,20.6,-5,.000,1.000
2023-03-31,202303310BOS,UTA,Simone Fontecchio,https://www.basketball-reference.com/boxscores/202303310BOS.html,30.87,5,13,.385,2,8,0,0,2,2,4,1,1,0,0,1,12,8.2,-3,.250,
2023-03-31,202303310BOS,UTA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202303310BOS.html,30.67,3,9,.333,1,3,1,1,1,7,8,3,0,1,3,3,8,4.3,-3,.333,1.000
2023-03-31,202303310BOS,UTA,Ochai Agbaji,https://www.basketball-reference.com/boxscores/202303310BOS.html,29.72,4,12,.333,2,6,2,2,2,5,7,2,0,0,2,3,12,6.3,-3,.333,1.000
2023-03-31,202303310BOS,UTA,Kris Dunn,https://www.basketball-reference.com/boxscores/202303310BOS.html,23.07,8,13,.615,0,0,0,1,0,4,4,4,0,2,2,2,16,12.3,-7,,.000
2023-03-31,202303310BOS,UTA,Juan Toscano-Anderson,https://www.basketball-reference.com/boxscores/202303310BOS.html,17.33,2,3,.667,1,1,0,0,1,1,2,3,0,0,1,1,5,5.4,-5,1.000,
2023-03-31,202303310BOS,UTA,Johnny Juzang,https://www.basketball-reference.com/boxscores/202303310BOS.html,16.93,2,7,.286,2,5,0,0,1,3,4,0,0,0,0,1,6,3.1,-3,.400,
2023-03-31,202303310BOS,UTA,Damian Jones,https://www.basketball-reference.com/boxscores/202303310BOS.html,14.15,1,1,1.000,1,1,0,0,0,3,3,1,1,0,2,2,3,2.5,-5,1.000,
2023-03-31,202303310BOS,UTA,Luka Šamanić,https://www.basketball-reference.com/boxscores/202303310BOS.html,12.35,2,4,.500,0,2,0,0,0,2,2,0,1,1,2,3,4,1.1,-3,.000,
2023-03-31,202303310BOS,BOS,Jayson Tatum,https://www.basketball-reference.com/boxscores/202303310BOS.html,35.78,12,17,.706,5,8,10,11,1,10,11,3,3,0,0,4,39,38.7,+7,.625,.909
2023-03-31,202303310BOS,BOS,Jaylen Brown,https://www.basketball-reference.com/boxscores/202303310BOS.html,34.0,5,19,.263,0,5,2,2,0,2,2,4,1,0,3,3,12,0.9,-5,.000,1.000
2023-03-31,202303310BOS,BOS,Derrick White,https://www.basketball-reference.com/boxscores/202303310BOS.html,28.7,6,15,.400,2,9,3,3,1,1,2,2,0,1,1,0,17,11.0,+16,.222,1.000
2023-03-31,202303310BOS,BOS,Marcus Smart,https://www.basketball-reference.com/boxscores/202303310BOS.html,28.25,5,16,.313,4,13,0,0,1,1,2,2,2,0,2,4,14,5.6,+2,.308,
2023-03-31,202303310BOS,BOS,Blake Griffin,https://www.basketball-reference.com/boxscores/202303310BOS.html,24.5,1,5,.200,0,2,4,4,5,7,12,5,1,0,2,0,6,11.0,+3,.000,1.000
2023-03-31,202303310BOS,BOS,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202303310BOS.html,31.8,7,14,.500,3,8,2,2,0,3,3,7,1,1,1,0,19,18.5,-7,.375,1.000
2023-03-31,202303310BOS,BOS,Grant Williams,https://www.basketball-reference.com/boxscores/202303310BOS.html,17.07,5,6,.833,3,4,0,0,1,4,5,2,0,1,0,1,13,14.4,+10,.750,
2023-03-31,202303310BOS,BOS,Luke Kornet,https://www.basketball-reference.com/boxscores/202303310BOS.html,15.07,0,0,,0,0,0,0,0,2,2,0,0,1,0,0,0,1.3,+6,,
2023-03-31,202303310BOS,BOS,Sam Hauser,https://www.basketball-reference.com/boxscores/202303310BOS.html,12.73,1,1,1.000,0,0,0,0,0,1,1,2,0,0,1,0,2,2.4,+3,,
2023-03-31,202303310BOS,BOS,Mike Muscala,https://www.basketball-reference.com/boxscores/202303310BOS.html,12.1,0,3,.000,0,2,0,0,1,1,2,0,0,0,1,2,0,-2.9,+5,.000,
