game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-03-13,202203130BRK,NYK,https://www.basketball-reference.com/boxscores/202203130BRK.html,30,30,23,24,107
2022-03-13,202203130BRK,BRK,https://www.basketball-reference.com/boxscores/202203130BRK.html,35,27,26,22,110
