game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2022-10-27,202210270GSW,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/202210270GSW.html,37.73,10,13,.769,0,0,6,8,.750,4,4,8,1,4,3,5,2,26,25.1,-12,
2022-10-27,202210270GSW,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202210270GSW.html,37.07,8,13,.615,4,7,7,7,1.000,1,5,6,8,6,0,2,2,27,32.1,-8,.571
2022-10-27,202210270GSW,MIA,Kyle Lowry,https://www.basketball-reference.com/boxscores/202210270GSW.html,33.13,4,10,.400,2,8,2,2,1.000,1,4,5,8,3,0,2,4,12,13.5,-9,.250
2022-10-27,202210270GSW,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202210270GSW.html,31.77,3,12,.250,1,5,0,0,,0,4,4,2,0,0,2,1,7,0.0,-10,.200
2022-10-27,202210270GSW,MIA,Caleb Martin,https://www.basketball-reference.com/boxscores/202210270GSW.html,29.47,3,10,.300,2,4,0,0,,1,0,1,1,1,0,1,1,8,3.2,-1,.500
2022-10-27,202210270GSW,MIA,Max Strus,https://www.basketball-reference.com/boxscores/202210270GSW.html,32.13,5,11,.455,3,8,1,2,.500,1,4,5,0,0,2,0,1,14,10.8,-16,.375
2022-10-27,202210270GSW,MIA,Gabe Vincent,https://www.basketball-reference.com/boxscores/202210270GSW.html,17.95,3,8,.375,1,4,2,3,.667,0,1,1,3,1,0,0,3,9,6.4,-3,.250
2022-10-27,202210270GSW,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202210270GSW.html,13.15,1,7,.143,1,5,0,0,,0,1,1,1,0,0,0,1,3,-0.9,-4,.200
2022-10-27,202210270GSW,MIA,Nikola Jović,https://www.basketball-reference.com/boxscores/202210270GSW.html,7.6,2,4,.500,0,2,0,0,,0,0,0,1,1,0,0,0,4,3.7,-2,.000
2022-10-27,202210270GSW,GSW,Stephen Curry,https://www.basketball-reference.com/boxscores/202210270GSW.html,36.95,13,22,.591,7,14,0,0,,1,6,7,9,1,0,3,0,33,29.6,+13,.500
2022-10-27,202210270GSW,GSW,Andrew Wiggins,https://www.basketball-reference.com/boxscores/202210270GSW.html,36.68,5,10,.500,2,5,6,6,1.000,3,7,10,2,1,1,2,4,18,16.7,+17,.400
2022-10-27,202210270GSW,GSW,Draymond Green,https://www.basketball-reference.com/boxscores/202210270GSW.html,30.08,5,10,.500,0,1,0,1,.000,2,5,7,4,0,0,5,1,10,4.9,+9,.000
2022-10-27,202210270GSW,GSW,Kevon Looney,https://www.basketball-reference.com/boxscores/202210270GSW.html,29.2,3,5,.600,0,0,1,2,.500,2,6,8,4,0,0,1,2,7,8.5,+12,
2022-10-27,202210270GSW,GSW,Klay Thompson,https://www.basketball-reference.com/boxscores/202210270GSW.html,29.03,6,19,.316,5,14,2,2,1.000,0,2,2,1,0,0,1,1,19,8.0,+7,.357
2022-10-27,202210270GSW,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/202210270GSW.html,21.35,4,7,.571,1,4,2,2,1.000,0,1,1,7,1,0,2,2,11,11.1,-1,.250
2022-10-27,202210270GSW,GSW,JaMychal Green,https://www.basketball-reference.com/boxscores/202210270GSW.html,17.92,2,3,.667,0,1,2,2,1.000,4,1,5,2,1,1,1,1,6,9.5,+4,.000
2022-10-27,202210270GSW,GSW,Moses Moody,https://www.basketball-reference.com/boxscores/202210270GSW.html,17.37,2,6,.333,2,5,0,0,,1,3,4,1,0,0,2,0,6,2.9,0,.400
2022-10-27,202210270GSW,GSW,James Wiseman,https://www.basketball-reference.com/boxscores/202210270GSW.html,13.87,5,8,.625,0,0,0,0,,3,3,6,0,0,0,2,2,10,6.6,+2,
2022-10-27,202210270GSW,GSW,Ty Jerome,https://www.basketball-reference.com/boxscores/202210270GSW.html,7.55,1,2,.500,1,2,0,0,,0,0,0,0,0,0,0,0,3,2.0,+2,.500
