game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2020-01-01,202001010NYK,POR,https://www.basketball-reference.com/boxscores/202001010NYK.html,99.0,0.447,8.2,17.9,0.096,93.9
2020-01-01,202001010NYK,NYK,https://www.basketball-reference.com/boxscores/202001010NYK.html,99.0,0.551,6.3,19.6,0.092,118.2
