game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2019-12-14,201912140PHO,SAS,https://www.basketball-reference.com/boxscores/201912140PHO.html,28,16,34,31,12,121
2019-12-14,201912140PHO,PHO,https://www.basketball-reference.com/boxscores/201912140PHO.html,18,30,32,29,10,119
