game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-10-28,202110280WAS,ATL,John Collins,https://www.basketball-reference.com/boxscores/202110280WAS.html,38.3,14,16,.875,0,0,0,0,3,9,12,3,0,0,2,4,28,25.7,-9,,
2021-10-28,202110280WAS,ATL,Trae Young,https://www.basketball-reference.com/boxscores/202110280WAS.html,34.77,6,17,.353,1,5,2,3,0,3,3,13,2,1,3,0,15,14.8,-8,.200,.667
2021-10-28,202110280WAS,ATL,Bogdan Bogdanović,https://www.basketball-reference.com/boxscores/202110280WAS.html,33.62,6,11,.545,1,4,1,1,0,6,6,4,1,0,0,5,14,12.3,-11,.250,1.000
2021-10-28,202110280WAS,ATL,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202110280WAS.html,30.75,4,9,.444,2,3,0,0,0,4,4,1,0,0,2,3,10,4.0,-6,.667,
2021-10-28,202110280WAS,ATL,Clint Capela,https://www.basketball-reference.com/boxscores/202110280WAS.html,23.35,5,7,.714,0,0,1,2,0,4,4,1,0,1,0,2,11,9.5,-10,,.500
2021-10-28,202110280WAS,ATL,Cam Reddish,https://www.basketball-reference.com/boxscores/202110280WAS.html,26.93,8,14,.571,1,5,3,4,1,2,3,0,1,1,4,0,20,12.0,-4,.200,.750
2021-10-28,202110280WAS,ATL,Danilo Gallinari,https://www.basketball-reference.com/boxscores/202110280WAS.html,18.05,2,4,.500,1,1,1,1,0,1,1,0,0,0,0,0,6,4.3,-2,1.000,1.000
2021-10-28,202110280WAS,ATL,Kevin Huerter,https://www.basketball-reference.com/boxscores/202110280WAS.html,14.38,0,4,.000,0,3,0,0,0,2,2,3,0,0,1,2,0,-1.9,0,.000,
2021-10-28,202110280WAS,ATL,Lou Williams,https://www.basketball-reference.com/boxscores/202110280WAS.html,7.72,2,4,.500,0,0,1,1,1,2,3,0,0,0,0,0,5,4.3,+4,,1.000
2021-10-28,202110280WAS,ATL,Gorgui Dieng,https://www.basketball-reference.com/boxscores/202110280WAS.html,6.62,0,1,.000,0,0,0,2,1,4,5,1,0,0,0,0,0,1.1,-2,,.000
2021-10-28,202110280WAS,ATL,Delon Wright,https://www.basketball-reference.com/boxscores/202110280WAS.html,5.52,1,1,1.000,0,0,0,0,0,0,0,0,0,0,1,0,2,0.7,-7,,
2021-10-28,202110280WAS,WAS,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202110280WAS.html,39.83,8,17,.471,2,6,3,6,1,7,8,0,3,0,0,1,21,16.5,+9,.333,.500
2021-10-28,202110280WAS,WAS,Bradley Beal,https://www.basketball-reference.com/boxscores/202110280WAS.html,37.72,11,26,.423,1,4,4,4,1,7,8,8,0,1,1,3,27,20.1,+7,.250,1.000
2021-10-28,202110280WAS,WAS,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202110280WAS.html,34.0,10,16,.625,0,2,5,5,6,7,13,5,2,1,0,2,25,29.5,+16,.000,1.000
2021-10-28,202110280WAS,WAS,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202110280WAS.html,29.95,7,10,.700,5,7,2,3,2,6,8,2,0,1,2,2,21,18.9,+10,.714,.667
2021-10-28,202110280WAS,WAS,Aaron Holiday,https://www.basketball-reference.com/boxscores/202110280WAS.html,24.35,3,6,.500,1,2,0,0,0,0,0,4,0,0,0,1,7,6.4,+9,.500,
2021-10-28,202110280WAS,WAS,Raul Neto,https://www.basketball-reference.com/boxscores/202110280WAS.html,23.82,3,7,.429,0,2,0,0,0,5,5,5,1,0,0,3,6,7.1,+2,.000,
2021-10-28,202110280WAS,WAS,Deni Avdija,https://www.basketball-reference.com/boxscores/202110280WAS.html,22.47,1,8,.125,1,4,2,2,2,3,5,1,0,0,2,2,5,0.0,+2,.250,1.000
2021-10-28,202110280WAS,WAS,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202110280WAS.html,18.78,3,7,.429,3,6,1,1,0,1,1,0,0,0,1,1,10,5.2,-5,.500,1.000
2021-10-28,202110280WAS,WAS,Corey Kispert,https://www.basketball-reference.com/boxscores/202110280WAS.html,9.08,0,2,.000,0,1,0,0,2,1,3,1,0,1,0,1,0,1.3,+5,.000,
