game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-11-19,202311190UTA,PHO,https://www.basketball-reference.com/boxscores/202311190UTA.html,30,31,24,30,12,13,140
2023-11-19,202311190UTA,UTA,https://www.basketball-reference.com/boxscores/202311190UTA.html,30,26,28,31,12,10,137
