game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2020-01-10,202001100WAS,ATL,Q1,Cam Reddish,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.12,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,2.0,-6,,,
2020-01-10,202001100WAS,ATL,Q1,Trae Young,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.58,1,5,0,1,0,0,0,0,0,3,1,0,3,0,2,-1.0,-7,.200,.000,
2020-01-10,202001100WAS,ATL,Q1,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.75,1,2,0,1,0,0,0,2,2,1,0,0,0,1,2,1.9,-6,.500,.000,
2020-01-10,202001100WAS,ATL,Q1,John Collins,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.58,2,5,0,0,0,0,1,5,6,0,0,0,0,0,4,3.5,-7,.400,,
2020-01-10,202001100WAS,ATL,Q1,Kevin Huerter,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.58,3,5,1,2,0,0,0,0,0,1,0,1,0,0,7,6.1,-7,.600,.500,
2020-01-10,202001100WAS,ATL,Q1,Alex Len,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.42,1,2,0,0,0,0,1,1,2,0,0,0,0,0,2,2.0,-2,.500,,
2020-01-10,202001100WAS,ATL,Q1,Brandon Goodwin,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.42,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,-2.5,-2,.000,.000,
2020-01-10,202001100WAS,ATL,Q1,DeAndre' Bembry,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.88,2,3,0,1,0,0,0,2,2,0,0,0,1,1,4,1.9,-3,.667,.000,
2020-01-10,202001100WAS,ATL,Q1,Allen Crabbe,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2,.000,.000,
2020-01-10,202001100WAS,ATL,Q1,Vince Carter,https://www.basketball-reference.com/boxscores/202001100WAS.html,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,-3,,,
2020-01-10,202001100WAS,ATL,Q2,Cam Reddish,https://www.basketball-reference.com/boxscores/202001100WAS.html,9.55,2,3,0,0,1,2,0,3,3,1,0,1,0,0,5,5.6,+5,.667,,.500
2020-01-10,202001100WAS,ATL,Q2,Trae Young,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.8,3,6,0,2,5,8,0,3,3,0,1,0,1,1,11,7.3,-4,.500,.000,.625
2020-01-10,202001100WAS,ATL,Q2,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.32,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.4,+3,.000,.000,
2020-01-10,202001100WAS,ATL,Q2,John Collins,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.32,0,1,0,0,2,4,1,1,2,1,0,1,0,2,2,2.1,+3,.000,,.500
2020-01-10,202001100WAS,ATL,Q2,Kevin Huerter,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.93,2,3,1,1,1,1,1,2,3,1,0,0,1,2,6,4.9,+4,.667,1.000,1.000
2020-01-10,202001100WAS,ATL,Q2,Alex Len,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.68,2,2,0,0,0,2,1,2,3,0,0,1,2,2,4,1.8,+1,1.000,,.000
2020-01-10,202001100WAS,ATL,Q2,Brandon Goodwin,https://www.basketball-reference.com/boxscores/202001100WAS.html,5.27,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.3,+8,1.000,,
2020-01-10,202001100WAS,ATL,Q2,DeAndre' Bembry,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.33,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,-1.1,+6,,,
2020-01-10,202001100WAS,ATL,Q2,Allen Crabbe,https://www.basketball-reference.com/boxscores/202001100WAS.html,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-1,,,
2020-01-10,202001100WAS,ATL,Q2,Vince Carter,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.7,-5,,,
2020-01-10,202001100WAS,ATL,Q3,Cam Reddish,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0.2,+7,.500,.000,
2020-01-10,202001100WAS,ATL,Q3,Trae Young,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,1,3,0,1,0,0,0,1,1,3,0,0,2,0,2,0.7,+7,.333,.000,
2020-01-10,202001100WAS,ATL,Q3,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.93,3,4,1,1,2,3,0,1,1,1,2,0,0,0,9,10.0,+7,.750,1.000,.667
2020-01-10,202001100WAS,ATL,Q3,John Collins,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.08,3,3,1,1,0,1,0,5,5,0,0,2,0,0,7,8.6,+8,1.000,1.000,.000
2020-01-10,202001100WAS,ATL,Q3,Kevin Huerter,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.82,1,2,1,1,0,0,0,0,0,0,0,0,1,2,3,0.2,+2,.500,1.000,
2020-01-10,202001100WAS,ATL,Q3,Alex Len,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.92,2,4,0,0,0,0,1,2,3,0,0,0,0,1,4,2.9,-5,.500,,
2020-01-10,202001100WAS,ATL,Q3,Brandon Goodwin,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-4,.000,,
2020-01-10,202001100WAS,ATL,Q3,DeAndre' Bembry,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.18,0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,2.6,+1,,,.500
2020-01-10,202001100WAS,ATL,Q3,Allen Crabbe,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,-1.5,-4,.000,,
2020-01-10,202001100WAS,ATL,Q3,Vince Carter,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.07,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.4,-4,.000,.000,
2020-01-10,202001100WAS,ATL,Q4,Cam Reddish,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.88,1,3,0,0,0,1,1,2,3,1,0,0,1,0,2,0.9,-8,.333,,.000
2020-01-10,202001100WAS,ATL,Q4,Trae Young,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.32,2,6,0,3,0,0,0,0,0,1,0,0,0,0,4,1.3,-15,.333,.000,
2020-01-10,202001100WAS,ATL,Q4,De'Andre Hunter,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.32,1,2,0,0,0,0,0,1,1,0,0,0,1,0,2,0.3,-15,.500,,
2020-01-10,202001100WAS,ATL,Q4,John Collins,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.98,1,3,0,1,0,0,1,1,2,0,0,1,1,2,2,0.2,0,.333,.000,
2020-01-10,202001100WAS,ATL,Q4,Kevin Huerter,https://www.basketball-reference.com/boxscores/202001100WAS.html,2.37,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,-1.5,-7,.000,.000,
2020-01-10,202001100WAS,ATL,Q4,Alex Len,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.7,0,1,0,0,0,0,1,5,6,0,0,0,1,0,0,0.5,-1,.000,,
2020-01-10,202001100WAS,ATL,Q4,Brandon Goodwin,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.33,5,8,2,4,0,0,0,0,0,1,0,0,0,2,12,8.3,-1,.625,.500,
2020-01-10,202001100WAS,ATL,Q4,Allen Crabbe,https://www.basketball-reference.com/boxscores/202001100WAS.html,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,+7,,,
2020-01-10,202001100WAS,WAS,Q1,Jordan McRae,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.75,3,8,1,1,0,0,0,1,1,4,0,0,1,0,7,4.7,+6,.375,1.000,
2020-01-10,202001100WAS,WAS,Q1,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001100WAS.html,9.3,2,3,0,1,0,0,0,2,2,0,2,0,0,0,4,5.3,+5,.667,.000,
2020-01-10,202001100WAS,WAS,Q1,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001100WAS.html,9.1,1,7,0,2,0,0,1,0,1,2,0,0,0,1,2,-0.8,+5,.143,.000,
2020-01-10,202001100WAS,WAS,Q1,Gary Payton II,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.58,4,4,1,1,0,1,0,2,2,1,1,0,0,1,9,9.3,+7,1.000,1.000,.000
2020-01-10,202001100WAS,WAS,Q1,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.37,0,1,0,0,0,0,0,3,3,2,0,0,0,0,0,1.6,+9,.000,,
2020-01-10,202001100WAS,WAS,Q1,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.88,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,-1.4,+3,.000,,
2020-01-10,202001100WAS,WAS,Q1,Ish Smith,https://www.basketball-reference.com/boxscores/202001100WAS.html,2.9,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2.0,+4,,,
2020-01-10,202001100WAS,WAS,Q1,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001100WAS.html,3.42,2,3,1,2,1,1,0,1,1,0,0,0,0,0,6,5.0,+2,.667,.500,1.000
2020-01-10,202001100WAS,WAS,Q1,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001100WAS.html,2.7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6,+4,.500,,
2020-01-10,202001100WAS,WAS,Q2,Jordan McRae,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,0,6,0,1,3,4,2,0,2,0,0,0,0,1,3,-0.6,-9,.000,.000,.750
2020-01-10,202001100WAS,WAS,Q2,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.33,1,5,0,0,1,1,3,1,4,0,0,0,1,2,3,0.5,-8,.200,,1.000
2020-01-10,202001100WAS,WAS,Q2,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001100WAS.html,6.08,0,4,0,2,1,2,0,0,0,0,0,0,0,0,1,-2.2,-7,.000,.000,.500
2020-01-10,202001100WAS,WAS,Q2,Gary Payton II,https://www.basketball-reference.com/boxscores/202001100WAS.html,5.92,1,2,0,0,0,0,2,0,2,0,0,0,1,2,2,0.6,+2,.500,,
2020-01-10,202001100WAS,WAS,Q2,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.8,-7,,,
2020-01-10,202001100WAS,WAS,Q2,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.62,4,5,1,1,3,4,2,1,3,0,1,0,0,1,12,12.0,+1,.800,1.000,.750
2020-01-10,202001100WAS,WAS,Q2,Ish Smith,https://www.basketball-reference.com/boxscores/202001100WAS.html,8.48,1,4,0,1,0,0,2,0,2,4,2,0,1,0,2,4.8,-1,.250,.000,
2020-01-10,202001100WAS,WAS,Q2,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,1,4,0,2,0,0,0,0,0,0,0,0,0,2,2,-1.2,+5,.250,.000,
2020-01-10,202001100WAS,WAS,Q2,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.67,0,2,0,0,1,2,1,2,3,0,0,0,0,1,1,0.1,+4,.000,,.500
2020-01-10,202001100WAS,WAS,Q3,Jordan McRae,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,2,4,1,1,2,3,2,1,3,1,0,0,2,0,7,5.0,-7,.500,1.000,.667
2020-01-10,202001100WAS,WAS,Q3,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001100WAS.html,5.63,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,-2.5,-6,.000,.000,
2020-01-10,202001100WAS,WAS,Q3,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,1,5,0,0,0,0,0,1,1,1,0,0,0,1,2,-0.5,-7,.200,,
2020-01-10,202001100WAS,WAS,Q3,Gary Payton II,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,-7,,,
2020-01-10,202001100WAS,WAS,Q3,Isaac Bonga,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.67,1,1,0,0,1,2,0,2,2,1,2,1,0,2,3,5.5,-4,1.000,,.500
2020-01-10,202001100WAS,WAS,Q3,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001100WAS.html,7.33,2,4,0,0,0,0,0,1,1,0,0,0,0,0,4,2.3,+1,.500,,
2020-01-10,202001100WAS,WAS,Q3,Ish Smith,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,0,3,0,0,0,0,0,1,1,1,0,0,0,1,0,-1.5,+4,.000,,
2020-01-10,202001100WAS,WAS,Q3,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,1,2,1,2,0,0,0,4,4,1,0,0,0,0,3,3.9,+4,.500,.500,
2020-01-10,202001100WAS,WAS,Q3,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001100WAS.html,6.37,1,3,0,0,1,2,1,1,2,0,1,0,0,0,3,2.9,+3,.333,,.500
2020-01-10,202001100WAS,WAS,Q3,Admiral Schofield,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.35,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,2.0,+4,.500,.500,
2020-01-10,202001100WAS,WAS,Q4,Jordan McRae,https://www.basketball-reference.com/boxscores/202001100WAS.html,10.3,5,8,2,2,0,0,0,2,2,1,1,0,0,0,12,10.7,+13,.625,1.000,
2020-01-10,202001100WAS,WAS,Q4,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.83,2,2,0,0,1,2,2,0,2,1,0,0,1,1,5,4.7,+11,1.000,,.500
2020-01-10,202001100WAS,WAS,Q4,Gary Payton II,https://www.basketball-reference.com/boxscores/202001100WAS.html,0.42,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,0,,,
2020-01-10,202001100WAS,WAS,Q4,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202001100WAS.html,12.0,1,2,0,0,0,0,0,5,5,1,1,0,0,0,2,4.2,+8,.500,,
2020-01-10,202001100WAS,WAS,Q4,Ish Smith,https://www.basketball-reference.com/boxscores/202001100WAS.html,12.0,3,8,0,4,2,4,0,1,1,2,0,0,0,0,8,4.5,+8,.375,.000,.500
2020-01-10,202001100WAS,WAS,Q4,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202001100WAS.html,9.02,1,3,1,2,0,0,0,2,2,0,0,0,0,0,3,1.9,+10,.333,.500,
2020-01-10,202001100WAS,WAS,Q4,Anžejs Pasečņiks,https://www.basketball-reference.com/boxscores/202001100WAS.html,6.75,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,-3,.000,,
2020-01-10,202001100WAS,WAS,Q4,Admiral Schofield,https://www.basketball-reference.com/boxscores/202001100WAS.html,4.68,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8,-7,.000,.000,
