game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2019-11-05,201911050ATL,SAS,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/201911050ATL.html,8.45,2,4,.500,0,0,0,0,0,0,0,2,0,0,0,0,4,3.4,-2,,
2019-11-05,201911050ATL,SAS,Q1,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/201911050ATL.html,10.05,1,3,.333,0,0,2,2,0,3,3,1,0,2,1,0,4,4.3,0,1.000,
2019-11-05,201911050ATL,SAS,Q1,Bryn Forbes,https://www.basketball-reference.com/boxscores/201911050ATL.html,5.53,1,4,.250,0,2,0,0,0,1,1,0,0,0,0,0,2,-0.1,-2,,.000
2019-11-05,201911050ATL,SAS,Q1,Trey Lyles,https://www.basketball-reference.com/boxscores/201911050ATL.html,5.53,1,1,1.000,1,1,1,4,2,3,5,0,0,0,0,1,4,4.4,-2,.250,1.000
2019-11-05,201911050ATL,SAS,Q1,Dejounte Murray,https://www.basketball-reference.com/boxscores/201911050ATL.html,4.97,0,1,.000,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.8,-1,,
2019-11-05,201911050ATL,SAS,Q1,Patty Mills,https://www.basketball-reference.com/boxscores/201911050ATL.html,6.47,3,3,1.000,1,1,0,0,0,0,0,0,1,0,0,0,7,7.1,+1,,1.000
2019-11-05,201911050ATL,SAS,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/201911050ATL.html,6.47,0,1,.000,0,1,0,0,0,1,1,0,0,0,1,0,0,-1.4,+1,,.000
2019-11-05,201911050ATL,SAS,Q1,Derrick White,https://www.basketball-reference.com/boxscores/201911050ATL.html,7.03,0,2,.000,0,2,0,0,0,0,0,0,0,0,0,1,0,-1.8,0,,.000
2019-11-05,201911050ATL,SAS,Q1,Jakob Poeltl,https://www.basketball-reference.com/boxscores/201911050ATL.html,1.95,0,0,,0,0,0,0,0,1,1,0,0,0,1,1,0,-1.1,-1,,
2019-11-05,201911050ATL,SAS,Q1,Marco Belinelli,https://www.basketball-reference.com/boxscores/201911050ATL.html,3.55,0,2,.000,0,1,0,0,0,2,2,0,0,0,1,0,0,-1.8,+1,,.000
2019-11-05,201911050ATL,SAS,Q2,DeMar DeRozan,https://www.basketball-reference.com/boxscores/201911050ATL.html,9.67,3,4,.750,0,0,0,0,0,1,1,1,1,1,1,1,6,5.7,+2,,
2019-11-05,201911050ATL,SAS,Q2,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/201911050ATL.html,8.42,1,5,.200,0,0,0,0,0,1,1,1,0,2,0,0,2,1.3,+1,,
2019-11-05,201911050ATL,SAS,Q2,Bryn Forbes,https://www.basketball-reference.com/boxscores/201911050ATL.html,9.67,2,4,.500,1,2,2,3,0,1,1,1,0,0,0,0,7,5.6,+2,.667,.500
2019-11-05,201911050ATL,SAS,Q2,Trey Lyles,https://www.basketball-reference.com/boxscores/201911050ATL.html,4.62,0,1,.000,0,1,0,0,0,4,4,1,0,1,0,0,0,1.9,+1,,.000
2019-11-05,201911050ATL,SAS,Q2,Dejounte Murray,https://www.basketball-reference.com/boxscores/201911050ATL.html,2.12,0,2,.000,0,0,0,0,0,1,1,1,0,0,1,0,0,-1.4,-1,,
2019-11-05,201911050ATL,SAS,Q2,Patty Mills,https://www.basketball-reference.com/boxscores/201911050ATL.html,8.38,1,1,1.000,1,1,0,0,0,1,1,0,0,0,0,1,3,2.6,+2,,1.000
2019-11-05,201911050ATL,SAS,Q2,Rudy Gay,https://www.basketball-reference.com/boxscores/201911050ATL.html,7.38,1,3,.333,0,1,2,2,2,0,2,0,1,0,1,0,4,3.7,+1,1.000,.000
2019-11-05,201911050ATL,SAS,Q2,Derrick White,https://www.basketball-reference.com/boxscores/201911050ATL.html,3.83,0,1,.000,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,+1,,
2019-11-05,201911050ATL,SAS,Q2,Jakob Poeltl,https://www.basketball-reference.com/boxscores/201911050ATL.html,3.58,1,1,1.000,0,0,0,0,1,0,1,0,2,0,0,1,2,4.0,+1,,
2019-11-05,201911050ATL,SAS,Q2,Marco Belinelli,https://www.basketball-reference.com/boxscores/201911050ATL.html,2.33,0,2,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4,0,,.000
2019-11-05,201911050ATL,SAS,Q3,DeMar DeRozan,https://www.basketball-reference.com/boxscores/201911050ATL.html,8.58,3,4,.750,0,1,1,2,1,0,1,0,1,0,0,0,7,6.7,+7,.500,.000
2019-11-05,201911050ATL,SAS,Q3,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/201911050ATL.html,7.95,4,6,.667,0,1,0,0,1,0,1,2,0,0,0,0,8,7.5,+6,,.000
2019-11-05,201911050ATL,SAS,Q3,Bryn Forbes,https://www.basketball-reference.com/boxscores/201911050ATL.html,7.42,0,3,.000,0,3,1,2,0,0,0,0,0,0,0,0,1,-1.5,+2,.500,.000
2019-11-05,201911050ATL,SAS,Q3,Trey Lyles,https://www.basketball-reference.com/boxscores/201911050ATL.html,6.35,2,2,1.000,0,0,0,0,2,1,3,0,0,0,0,0,4,5.1,+1,,
2019-11-05,201911050ATL,SAS,Q3,Dejounte Murray,https://www.basketball-reference.com/boxscores/201911050ATL.html,4.18,1,2,.500,0,1,0,0,1,0,1,2,0,0,0,3,2,1.9,-1,,.000
