game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-01-08,202401080CHO,CHI,https://www.basketball-reference.com/boxscores/202401080CHO.html,24,27,32,24,12,119
2024-01-08,202401080CHO,CHO,https://www.basketball-reference.com/boxscores/202401080CHO.html,25,18,33,31,5,112
