game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2022-01-05,202201050BOS,SAS,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202201050BOS.html,35.12,4,7,.571,0,0,0,0,2,12,14,1,1,1,1,2,8,10.3,+5,,
2022-01-05,202201050BOS,SAS,Keldon Johnson,https://www.basketball-reference.com/boxscores/202201050BOS.html,32.98,5,10,.500,3,4,0,0,0,6,6,1,0,0,1,0,13,9.5,+2,.750,
2022-01-05,202201050BOS,SAS,Dejounte Murray,https://www.basketball-reference.com/boxscores/202201050BOS.html,32.85,11,21,.524,0,2,0,0,2,7,9,12,3,0,4,1,22,22.2,+2,.000,
2022-01-05,202201050BOS,SAS,Devin Vassell,https://www.basketball-reference.com/boxscores/202201050BOS.html,32.2,7,14,.500,2,7,1,1,0,6,6,0,0,2,2,4,17,9.6,+3,.286,1.000
2022-01-05,202201050BOS,SAS,Derrick White,https://www.basketball-reference.com/boxscores/202201050BOS.html,30.95,7,17,.412,3,7,0,0,2,2,4,2,0,2,3,2,17,8.9,+3,.429,
2022-01-05,202201050BOS,SAS,Keita Bates-Diop,https://www.basketball-reference.com/boxscores/202201050BOS.html,24.65,3,6,.500,0,0,0,0,4,0,4,2,1,0,1,0,6,7.2,-2,,
2022-01-05,202201050BOS,SAS,Bryn Forbes,https://www.basketball-reference.com/boxscores/202201050BOS.html,23.48,2,8,.250,1,4,3,3,0,1,1,1,0,0,1,2,8,2.4,+2,.250,1.000
2022-01-05,202201050BOS,SAS,Jock Landale,https://www.basketball-reference.com/boxscores/202201050BOS.html,12.88,2,2,1.000,1,1,1,1,1,1,2,0,0,0,3,1,6,3.0,-3,1.000,1.000
2022-01-05,202201050BOS,SAS,Tre Jones,https://www.basketball-reference.com/boxscores/202201050BOS.html,8.88,1,3,.333,0,1,0,0,0,1,1,1,1,0,0,1,2,1.9,-2,.000,
2022-01-05,202201050BOS,SAS,Joshua Primo,https://www.basketball-reference.com/boxscores/202201050BOS.html,6.0,0,0,,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.3,0,,
2022-01-05,202201050BOS,BOS,Jayson Tatum,https://www.basketball-reference.com/boxscores/202201050BOS.html,37.5,6,20,.300,1,6,6,6,3,5,8,3,0,2,0,1,19,14.1,-9,.167,1.000
2022-01-05,202201050BOS,BOS,Jaylen Brown,https://www.basketball-reference.com/boxscores/202201050BOS.html,35.05,12,25,.480,4,8,2,3,0,6,6,1,2,1,3,1,30,18.7,-2,.500,.667
2022-01-05,202201050BOS,BOS,Marcus Smart,https://www.basketball-reference.com/boxscores/202201050BOS.html,33.08,6,12,.500,2,4,0,0,3,2,5,6,3,1,0,2,14,17.8,-1,.500,
2022-01-05,202201050BOS,BOS,Robert Williams,https://www.basketball-reference.com/boxscores/202201050BOS.html,32.1,3,5,.600,0,0,0,0,4,5,9,2,1,2,2,2,6,9.0,-7,,
2022-01-05,202201050BOS,BOS,Al Horford,https://www.basketball-reference.com/boxscores/202201050BOS.html,26.55,2,7,.286,0,3,0,0,1,6,7,5,0,1,0,0,4,6.6,+1,.000,
2022-01-05,202201050BOS,BOS,Dennis Schröder,https://www.basketball-reference.com/boxscores/202201050BOS.html,25.72,7,14,.500,1,4,0,0,1,2,3,2,1,0,1,2,15,9.9,+4,.250,
2022-01-05,202201050BOS,BOS,Grant Williams,https://www.basketball-reference.com/boxscores/202201050BOS.html,21.82,1,2,.500,0,1,0,0,0,0,0,0,0,1,2,1,2,-0.7,+1,.000,
2022-01-05,202201050BOS,BOS,Josh Richardson,https://www.basketball-reference.com/boxscores/202201050BOS.html,20.6,3,5,.600,1,2,0,0,1,1,2,0,3,0,0,2,7,7.9,+3,.500,
2022-01-05,202201050BOS,BOS,Romeo Langford,https://www.basketball-reference.com/boxscores/202201050BOS.html,7.58,0,0,,0,0,0,0,0,1,1,0,0,1,0,1,0,0.6,0,,
