game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2020-02-01,202002010SAS,CHO,Devonte' Graham,https://www.basketball-reference.com/boxscores/202002010SAS.html,37.17,3,11,.273,2,8,.250,0,0,0,1,1,9,2,0,5,2,8,4.3,-9,
2020-02-01,202002010SAS,CHO,Miles Bridges,https://www.basketball-reference.com/boxscores/202002010SAS.html,36.75,10,19,.526,4,9,.444,1,2,0,6,6,2,0,2,2,2,25,17.1,-16,.500
2020-02-01,202002010SAS,CHO,Terry Rozier,https://www.basketball-reference.com/boxscores/202002010SAS.html,34.97,3,12,.250,2,7,.286,2,2,1,4,5,3,0,0,3,2,10,3.0,-20,1.000
2020-02-01,202002010SAS,CHO,Cody Zeller,https://www.basketball-reference.com/boxscores/202002010SAS.html,29.97,7,10,.700,0,0,,0,0,3,9,12,8,2,1,1,2,14,21.1,-10,
2020-02-01,202002010SAS,CHO,Marvin Williams,https://www.basketball-reference.com/boxscores/202002010SAS.html,23.62,2,5,.400,0,2,.000,0,0,0,4,4,1,0,2,1,1,4,3.2,-8,
2020-02-01,202002010SAS,CHO,Malik Monk,https://www.basketball-reference.com/boxscores/202002010SAS.html,31.93,4,12,.333,1,3,.333,2,2,1,3,4,2,0,2,2,2,11,5.8,-15,1.000
2020-02-01,202002010SAS,CHO,Cody Martin,https://www.basketball-reference.com/boxscores/202002010SAS.html,27.57,3,7,.429,1,5,.200,1,2,0,3,3,2,0,0,2,3,8,3.0,-28,.500
2020-02-01,202002010SAS,CHO,Willy Hernangómez,https://www.basketball-reference.com/boxscores/202002010SAS.html,18.03,3,7,.429,0,2,.000,4,4,1,1,2,2,1,0,1,4,10,7.1,-14,1.000
2020-02-01,202002010SAS,SAS,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202002010SAS.html,32.75,10,15,.667,0,0,,4,5,0,2,2,6,2,0,2,2,24,21.1,+17,.800
2020-02-01,202002010SAS,SAS,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/202002010SAS.html,27.82,4,10,.400,0,1,.000,0,1,2,5,7,2,0,1,0,0,8,7.2,0,.000
2020-02-01,202002010SAS,SAS,Trey Lyles,https://www.basketball-reference.com/boxscores/202002010SAS.html,27.57,4,6,.667,2,3,.667,1,2,1,4,5,0,1,0,1,1,11,9.5,+3,.500
2020-02-01,202002010SAS,SAS,Dejounte Murray,https://www.basketball-reference.com/boxscores/202002010SAS.html,27.43,4,8,.500,1,2,.500,0,0,1,9,10,2,4,0,2,3,9,10.6,+16,
2020-02-01,202002010SAS,SAS,Bryn Forbes,https://www.basketball-reference.com/boxscores/202002010SAS.html,16.42,2,8,.250,2,5,.400,0,0,0,1,1,2,0,0,0,0,6,2.9,-3,
2020-02-01,202002010SAS,SAS,Derrick White,https://www.basketball-reference.com/boxscores/202002010SAS.html,26.6,4,8,.500,1,4,.250,3,4,1,4,5,1,0,0,1,2,12,8.4,+18,.750
2020-02-01,202002010SAS,SAS,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202002010SAS.html,19.27,3,6,.500,0,1,.000,0,0,0,3,3,4,1,0,0,1,6,7.3,+18,
2020-02-01,202002010SAS,SAS,Patty Mills,https://www.basketball-reference.com/boxscores/202002010SAS.html,18.65,4,11,.364,3,9,.333,0,0,0,1,1,4,3,0,1,2,11,9.2,+16,
2020-02-01,202002010SAS,SAS,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202002010SAS.html,18.23,7,8,.875,0,0,,3,5,2,5,7,1,2,1,1,3,17,17.5,+19,.600
2020-02-01,202002010SAS,SAS,Marco Belinelli,https://www.basketball-reference.com/boxscores/202002010SAS.html,15.0,0,2,.000,0,2,.000,1,2,0,1,1,3,0,0,0,0,1,1.6,+10,.500
2020-02-01,202002010SAS,SAS,Rudy Gay,https://www.basketball-reference.com/boxscores/202002010SAS.html,6.37,2,4,.500,1,1,1.000,0,0,0,1,1,0,0,0,2,0,5,1.3,-4,
2020-02-01,202002010SAS,SAS,Keldon Johnson,https://www.basketball-reference.com/boxscores/202002010SAS.html,1.95,1,1,1.000,0,0,,0,0,0,1,1,0,0,0,0,0,2,2.0,+5,
2020-02-01,202002010SAS,SAS,Chimezie Metu,https://www.basketball-reference.com/boxscores/202002010SAS.html,1.95,0,0,,0,0,,2,2,0,0,0,2,0,0,0,0,2,3.4,+5,1.000
