game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-10-30,202110300WAS,BOS,https://www.basketball-reference.com/boxscores/202110300WAS.html,20,27,26,30,6,3,112
2021-10-30,202110300WAS,WAS,https://www.basketball-reference.com/boxscores/202110300WAS.html,25,28,23,27,6,6,115
