game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2023-04-08,202304080LAC,POR,https://www.basketball-reference.com/boxscores/202304080LAC.html,33,37,26,29,125
2023-04-08,202304080LAC,LAC,https://www.basketball-reference.com/boxscores/202304080LAC.html,26,38,45,27,136
