game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-11-08,202111080MEM,MIN,https://www.basketball-reference.com/boxscores/202111080MEM.html,34,20,38,21,5,118
2021-11-08,202111080MEM,MEM,https://www.basketball-reference.com/boxscores/202111080MEM.html,34,24,23,32,12,125
