game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-04-09,202104090NYK,MEM,https://www.basketball-reference.com/boxscores/202104090NYK.html,35,25,30,24,15,129
2021-04-09,202104090NYK,NYK,https://www.basketball-reference.com/boxscores/202104090NYK.html,23,28,32,31,19,133
