game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2021-11-10,202111100DEN,IND,Q1,Justin Holiday,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.62,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,-8,,,
2021-11-10,202111100DEN,IND,Q1,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202111100DEN.html,10.1,0,3,0,2,0,0,0,1,1,2,2,0,0,0,0,1.6,+1,.000,.000,
2021-11-10,202111100DEN,IND,Q1,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202111100DEN.html,10.1,3,4,1,1,0,0,0,3,3,0,0,0,0,0,7,6.3,+1,.750,1.000,
2021-11-10,202111100DEN,IND,Q1,Myles Turner,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.62,2,3,1,1,1,2,2,0,2,0,0,1,0,0,6,6.4,-8,.667,1.000,.500
2021-11-10,202111100DEN,IND,Q1,Chris Duarte,https://www.basketball-reference.com/boxscores/202111100DEN.html,5.72,0,4,0,3,0,0,0,1,1,1,0,0,0,1,0,-2.2,-4,.000,.000,
2021-11-10,202111100DEN,IND,Q1,T.J. McConnell,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.28,2,2,0,0,0,0,0,1,1,2,0,0,0,0,4,5.1,+1,1.000,,
2021-11-10,202111100DEN,IND,Q1,Torrey Craig,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.28,1,2,0,0,1,1,0,0,0,0,0,0,1,0,3,1.0,+1,.500,,1.000
2021-11-10,202111100DEN,IND,Q1,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.28,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,1.0,+1,.000,.000,
2021-11-10,202111100DEN,IND,Q2,Justin Holiday,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.18,1,5,1,3,0,0,0,1,1,0,0,0,0,1,3,-0.2,+8,.200,.333,
2021-11-10,202111100DEN,IND,Q2,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.82,3,3,0,0,0,1,0,0,0,0,0,1,0,0,6,5.4,-6,1.000,,.000
2021-11-10,202111100DEN,IND,Q2,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.82,1,1,0,0,0,0,0,4,4,1,0,0,1,1,2,2.2,-6,1.000,,
2021-11-10,202111100DEN,IND,Q2,Myles Turner,https://www.basketball-reference.com/boxscores/202111100DEN.html,5.18,1,1,0,0,0,0,1,1,2,0,0,0,0,0,2,2.7,+9,1.000,,
2021-11-10,202111100DEN,IND,Q2,Chris Duarte,https://www.basketball-reference.com/boxscores/202111100DEN.html,2.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-5,.000,.000,
2021-11-10,202111100DEN,IND,Q2,T.J. McConnell,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.15,2,3,0,1,0,0,0,0,0,4,0,1,0,0,4,6.2,+9,.667,.000,
2021-11-10,202111100DEN,IND,Q2,Torrey Craig,https://www.basketball-reference.com/boxscores/202111100DEN.html,8.05,0,1,0,1,2,2,0,1,1,0,0,0,0,0,2,1.6,+6,.000,.000,1.000
2021-11-10,202111100DEN,IND,Q2,Kelan Martin,https://www.basketball-reference.com/boxscores/202111100DEN.html,10.03,2,3,1,1,0,0,0,2,2,0,0,0,1,1,5,2.9,+3,.667,1.000,
2021-11-10,202111100DEN,IND,Q2,Oshae Brissett,https://www.basketball-reference.com/boxscores/202111100DEN.html,3.95,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,-0.5,-3,,,.000
2021-11-10,202111100DEN,IND,Q3,Justin Holiday,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.72,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3.0,+4,1.000,1.000,
2021-11-10,202111100DEN,IND,Q3,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202111100DEN.html,8.15,2,5,1,2,0,0,0,1,1,1,0,1,1,1,5,2.6,-1,.400,.500,
2021-11-10,202111100DEN,IND,Q3,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.88,1,4,0,1,1,1,2,3,5,1,1,0,2,1,3,2.2,-1,.250,.000,1.000
2021-11-10,202111100DEN,IND,Q3,Myles Turner,https://www.basketball-reference.com/boxscores/202111100DEN.html,11.13,1,3,1,1,2,2,1,1,2,0,0,5,3,2,5,4.0,+1,.333,1.000,1.000
2021-11-10,202111100DEN,IND,Q3,Chris Duarte,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.0,1,3,1,2,0,0,0,1,1,0,0,0,1,0,3,0.6,+4,.333,.500,
2021-11-10,202111100DEN,IND,Q3,T.J. McConnell,https://www.basketball-reference.com/boxscores/202111100DEN.html,5.98,1,3,0,0,0,0,1,1,2,0,0,0,0,1,2,0.9,-8,.333,,
2021-11-10,202111100DEN,IND,Q3,Torrey Craig,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.72,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.3,-8,.000,,
2021-11-10,202111100DEN,IND,Q3,Kelan Martin,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.28,0,1,0,1,0,0,0,2,2,0,1,0,1,0,0,-0.1,-8,.000,.000,
2021-11-10,202111100DEN,IND,Q3,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202111100DEN.html,5.13,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0.2,-3,.000,,
2021-11-10,202111100DEN,IND,Q4,Justin Holiday,https://www.basketball-reference.com/boxscores/202111100DEN.html,10.53,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,-2.2,+3,.000,.000,
2021-11-10,202111100DEN,IND,Q4,Malcolm Brogdon,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.63,6,10,2,3,0,0,0,1,1,2,1,0,1,1,14,10.7,+1,.600,.667,
2021-11-10,202111100DEN,IND,Q4,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.28,4,5,0,0,0,0,2,5,7,0,0,1,0,1,8,9.3,+5,.800,,
2021-11-10,202111100DEN,IND,Q4,Myles Turner,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,-0.9,-4,.000,.000,
2021-11-10,202111100DEN,IND,Q4,Chris Duarte,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.63,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3.0,-3,1.000,1.000,
2021-11-10,202111100DEN,IND,Q4,T.J. McConnell,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,6,7.2,+2,1.000,,
2021-11-10,202111100DEN,IND,Q4,Torrey Craig,https://www.basketball-reference.com/boxscores/202111100DEN.html,2.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,-4,,,
2021-11-10,202111100DEN,IND,Q4,Kelan Martin,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,+3,.000,,
2021-11-10,202111100DEN,IND,Q4,Jeremy Lamb,https://www.basketball-reference.com/boxscores/202111100DEN.html,0.32,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,+2,.500,.000,
2021-11-10,202111100DEN,DEN,Q1,Will Barton,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.62,3,4,2,3,2,2,0,4,4,2,0,0,0,0,10,11.0,+8,.750,.667,1.000
2021-11-10,202111100DEN,DEN,Q1,Aaron Gordon,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.62,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,-0.4,+8,.000,,
2021-11-10,202111100DEN,DEN,Q1,Monte Morris,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.62,1,2,0,1,0,0,0,1,1,1,0,0,0,0,2,2.0,+8,.500,.000,
2021-11-10,202111100DEN,DEN,Q1,Jeff Green,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.62,1,3,0,1,0,0,0,0,0,0,0,0,1,1,2,-1.1,+8,.333,.000,
2021-11-10,202111100DEN,DEN,Q1,JaMychal Green,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.33,1,2,0,1,0,0,0,3,3,1,0,1,1,1,2,1.9,+6,.500,.000,
2021-11-10,202111100DEN,DEN,Q1,PJ Dozier,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.67,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.7,-3,,,
2021-11-10,202111100DEN,DEN,Q1,Bones Hyland,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.38,1,2,1,2,0,0,0,0,0,2,0,0,0,0,3,3.4,-5,.500,.500,
2021-11-10,202111100DEN,DEN,Q1,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.38,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3.4,-5,1.000,,
2021-11-10,202111100DEN,DEN,Q1,Austin Rivers,https://www.basketball-reference.com/boxscores/202111100DEN.html,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,-5,,,
2021-11-10,202111100DEN,DEN,Q1,Facundo Campazzo,https://www.basketball-reference.com/boxscores/202111100DEN.html,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5,,,
2021-11-10,202111100DEN,DEN,Q2,Will Barton,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.73,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,-1.4,-4,.000,,
2021-11-10,202111100DEN,DEN,Q2,Aaron Gordon,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.28,1,3,0,0,0,1,0,1,1,0,0,0,0,1,2,-0.2,-2,.333,,.000
2021-11-10,202111100DEN,DEN,Q2,Monte Morris,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.28,3,4,2,2,0,0,1,1,2,0,0,0,0,0,8,7.4,-2,.750,1.000,
2021-11-10,202111100DEN,DEN,Q2,Jeff Green,https://www.basketball-reference.com/boxscores/202111100DEN.html,7.28,1,3,0,1,2,2,0,0,0,0,0,0,0,0,4,2.3,-2,.333,.000,1.000
2021-11-10,202111100DEN,DEN,Q2,JaMychal Green,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.77,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-1.0,-2,.000,.000,
2021-11-10,202111100DEN,DEN,Q2,PJ Dozier,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.72,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-1,,,
2021-11-10,202111100DEN,DEN,Q2,Bones Hyland,https://www.basketball-reference.com/boxscores/202111100DEN.html,5.23,1,2,1,1,0,0,0,1,1,2,0,0,1,0,3,2.7,-1,.500,1.000,
2021-11-10,202111100DEN,DEN,Q2,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.72,2,4,0,1,0,0,1,1,2,0,0,0,0,0,4,3.0,-1,.500,.000,
2021-11-10,202111100DEN,DEN,Q2,Austin Rivers,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1,+1,.000,,
2021-11-10,202111100DEN,DEN,Q2,Facundo Campazzo,https://www.basketball-reference.com/boxscores/202111100DEN.html,4.72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,-1,.000,,
2021-11-10,202111100DEN,DEN,Q3,Will Barton,https://www.basketball-reference.com/boxscores/202111100DEN.html,9.32,4,7,1,2,0,0,0,0,0,0,2,0,0,1,9,7.3,+1,.571,.500,
2021-11-10,202111100DEN,DEN,Q3,Aaron Gordon,https://www.basketball-reference.com/boxscores/202111100DEN.html,6.07,0,3,0,0,2,2,2,0,2,0,1,0,0,1,2,1.9,-4,.000,,1.000
2021-11-10,202111100DEN,DEN,Q3,Monte Morris,https://www.basketball-reference.com/boxscores/202111100DEN.html,8.5,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,-0.3,+1,.000,,
