game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-02-28,202102280DET,NYK,Nerlens Noel,https://www.basketball-reference.com/boxscores/202102280DET.html,39.62,4,5,.800,0,0,0,0,4,7,11,2,3,3,2,4,8,13.9,+13,,
2021-02-28,202102280DET,NYK,Julius Randle,https://www.basketball-reference.com/boxscores/202102280DET.html,37.75,10,18,.556,3,6,2,3,1,7,8,6,2,1,1,2,25,23.9,+21,.500,.667
2021-02-28,202102280DET,NYK,RJ Barrett,https://www.basketball-reference.com/boxscores/202102280DET.html,35.22,8,13,.615,2,4,3,3,0,5,5,3,1,1,1,2,21,18.6,+18,.500,1.000
2021-02-28,202102280DET,NYK,Derrick Rose,https://www.basketball-reference.com/boxscores/202102280DET.html,32.15,6,14,.429,2,3,0,1,0,3,3,5,0,2,2,2,14,9.2,+17,.667,.000
2021-02-28,202102280DET,NYK,Reggie Bullock,https://www.basketball-reference.com/boxscores/202102280DET.html,21.8,3,5,.600,3,3,0,0,0,5,5,3,0,0,1,1,9,8.9,+21,1.000,
2021-02-28,202102280DET,NYK,Alec Burks,https://www.basketball-reference.com/boxscores/202102280DET.html,26.2,7,13,.538,2,5,0,0,0,3,3,3,1,0,1,4,16,11.1,-2,.400,
2021-02-28,202102280DET,NYK,Obi Toppin,https://www.basketball-reference.com/boxscores/202102280DET.html,18.63,2,5,.400,0,1,0,0,1,3,4,1,1,0,1,4,4,2.0,+4,.000,
2021-02-28,202102280DET,NYK,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202102280DET.html,15.85,4,9,.444,1,2,3,3,0,2,2,0,0,0,1,2,12,6.1,+2,.500,1.000
2021-02-28,202102280DET,NYK,Frank Ntilikina,https://www.basketball-reference.com/boxscores/202102280DET.html,12.78,0,4,.000,0,2,0,0,0,0,0,0,1,0,1,2,0,-3.6,+1,.000,
2021-02-28,202102280DET,DET,Saddiq Bey,https://www.basketball-reference.com/boxscores/202102280DET.html,31.97,3,11,.273,2,8,2,2,0,4,4,0,0,0,0,3,10,3.5,-17,.250,1.000
2021-02-28,202102280DET,DET,Jerami Grant,https://www.basketball-reference.com/boxscores/202102280DET.html,30.93,7,19,.368,2,9,5,6,0,8,8,0,1,0,4,1,21,9.1,-16,.222,.833
2021-02-28,202102280DET,DET,Dennis Smith Jr.,https://www.basketball-reference.com/boxscores/202102280DET.html,26.9,3,11,.273,1,4,0,0,2,5,7,4,3,1,0,2,7,9.1,-10,.250,
2021-02-28,202102280DET,DET,Mason Plumlee,https://www.basketball-reference.com/boxscores/202102280DET.html,20.17,4,5,.800,0,0,1,2,1,4,5,1,0,0,1,2,9,7.5,-19,,.500
2021-02-28,202102280DET,DET,Svi Mykhailiuk,https://www.basketball-reference.com/boxscores/202102280DET.html,19.73,0,3,.000,0,3,0,0,1,1,2,3,1,0,3,0,0,-1.0,-9,.000,
2021-02-28,202102280DET,DET,Isaiah Stewart,https://www.basketball-reference.com/boxscores/202102280DET.html,27.83,2,3,.667,0,0,0,0,2,8,10,0,1,2,2,2,4,6.1,0,,
2021-02-28,202102280DET,DET,Josh Jackson,https://www.basketball-reference.com/boxscores/202102280DET.html,26.13,1,6,.167,0,1,10,12,1,1,2,2,1,0,5,2,12,5.0,-6,.000,.833
2021-02-28,202102280DET,DET,Saben Lee,https://www.basketball-reference.com/boxscores/202102280DET.html,21.1,3,5,.600,0,0,3,4,0,0,0,4,0,0,0,2,9,8.3,-9,,.750
2021-02-28,202102280DET,DET,Wayne Ellington,https://www.basketball-reference.com/boxscores/202102280DET.html,20.22,4,6,.667,4,6,3,3,0,1,1,0,1,1,0,1,15,14.0,-8,.667,1.000
2021-02-28,202102280DET,DET,Sekou Doumbouya,https://www.basketball-reference.com/boxscores/202102280DET.html,11.78,1,3,.333,0,1,1,2,0,1,1,2,0,0,0,0,3,2.6,-3,.000,.500
2021-02-28,202102280DET,DET,Rodney McGruder,https://www.basketball-reference.com/boxscores/202102280DET.html,3.23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,,
