game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2020-03-04,202003040DAL,NOP,https://www.basketball-reference.com/boxscores/202003040DAL.html,22,33,30,27,11,123
2020-03-04,202003040DAL,DAL,https://www.basketball-reference.com/boxscores/202003040DAL.html,24,33,30,25,15,127
