game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2024-12-04,202412040MIA,LAL,Q1,Anthony Davis,https://www.basketball-reference.com/boxscores/202412040MIA.html,12.0,1,4,.250,0,0,2,2,1.000,0,1,1,2,1,0,0,2,4,3.5,-8,
2024-12-04,202412040MIA,LAL,Q1,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202412040MIA.html,9.67,2,6,.333,1,2,0,0,,0,0,0,1,0,0,1,0,5,1.3,-7,.500
2024-12-04,202412040MIA,LAL,Q1,LeBron James,https://www.basketball-reference.com/boxscores/202412040MIA.html,8.98,5,6,.833,0,1,0,0,,0,0,0,0,0,0,1,0,10,6.8,-13,.000
2024-12-04,202412040MIA,LAL,Q1,Rui Hachimura,https://www.basketball-reference.com/boxscores/202412040MIA.html,9.67,2,2,1.000,1,1,0,0,,0,1,1,0,0,0,0,0,5,4.7,-7,1.000
2024-12-04,202412040MIA,LAL,Q1,Dalton Knecht,https://www.basketball-reference.com/boxscores/202412040MIA.html,8.98,0,1,.000,0,0,0,0,,0,1,1,1,1,1,2,0,0,0.0,-13,
2024-12-04,202412040MIA,LAL,Q1,Max Christie,https://www.basketball-reference.com/boxscores/202412040MIA.html,5.35,1,1,1.000,0,0,0,0,,1,2,3,2,1,0,0,0,2,5.4,+4,
2024-12-04,202412040MIA,LAL,Q1,Gabe Vincent,https://www.basketball-reference.com/boxscores/202412040MIA.html,5.35,0,2,.000,0,2,0,0,,0,1,1,2,2,0,0,0,0,2.3,+4,.000
2024-12-04,202412040MIA,LAL,Q2,Anthony Davis,https://www.basketball-reference.com/boxscores/202412040MIA.html,7.4,1,3,.333,0,1,0,2,.000,0,3,3,0,0,0,0,0,2,0.4,-5,.000
2024-12-04,202412040MIA,LAL,Q2,D'Angelo Russell,https://www.basketball-reference.com/boxscores/202412040MIA.html,7.13,2,4,.500,0,2,1,1,1.000,0,1,1,1,0,0,1,0,5,3.0,-5,.000
2024-12-04,202412040MIA,LAL,Q2,LeBron James,https://www.basketball-reference.com/boxscores/202412040MIA.html,8.78,3,5,.600,0,0,2,2,1.000,0,0,0,4,1,0,1,1,8,8.1,-1,
2024-12-04,202412040MIA,LAL,Q2,Rui Hachimura,https://www.basketball-reference.com/boxscores/202412040MIA.html,5.8,1,1,1.000,0,0,0,0,,0,0,0,1,0,0,1,0,2,1.4,-7,
2024-12-04,202412040MIA,LAL,Q2,Dalton Knecht,https://www.basketball-reference.com/boxscores/202412040MIA.html,6.67,1,2,.500,0,1,0,0,,1,0,1,0,1,0,0,0,2,2.7,0,.000
2024-12-04,202412040MIA,LAL,Q2,Max Christie,https://www.basketball-reference.com/boxscores/202412040MIA.html,5.33,0,1,.000,0,0,2,2,1.000,0,0,0,1,0,0,0,0,2,2.0,-9,
2024-12-04,202412040MIA,LAL,Q2,Gabe Vincent,https://www.basketball-reference.com/boxscores/202412040MIA.html,4.87,2,4,.500,1,2,0,0,,1,0,1,0,1,0,0,1,5,4.3,-4,.500
