game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-12-13,202312130DET,PHI,https://www.basketball-reference.com/boxscores/202312130DET.html,101.8,0.58,9.7,25.6,0.322,126.7
2023-12-13,202312130DET,DET,https://www.basketball-reference.com/boxscores/202312130DET.html,101.8,0.5,9.0,12.2,0.261,109.0
