game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2021-01-20,202101200LAC,SAC,https://www.basketball-reference.com/boxscores/202101200LAC.html,103.8,0.529,16.5,8.7,0.058,92.5
2021-01-20,202101200LAC,LAC,https://www.basketball-reference.com/boxscores/202101200LAC.html,103.8,0.57,15.3,14.6,0.198,110.8
