game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2025-02-12,202502120NYK,ATL,https://www.basketball-reference.com/boxscores/202502120NYK.html,29,31,41,36,11,148
2025-02-12,202502120NYK,NYK,https://www.basketball-reference.com/boxscores/202502120NYK.html,38,30,36,33,12,149
