game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2024-03-26,202403260MIL,LAL,https://www.basketball-reference.com/boxscores/202403260MIL.html,16,26,32,27,16,11,128
2024-03-26,202403260MIL,MIL,https://www.basketball-reference.com/boxscores/202403260MIL.html,32,26,30,13,16,7,124
