game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-03-28,202103280TOR,POR,https://www.basketball-reference.com/boxscores/202103280TOR.html,32,36,23,31,122
2021-03-28,202103280TOR,TOR,https://www.basketball-reference.com/boxscores/202103280TOR.html,41,33,10,33,117
