game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2023-01-08,202301080MEM,UTA,https://www.basketball-reference.com/boxscores/202301080MEM.html,24,28,38,28,118
2023-01-08,202301080MEM,MEM,https://www.basketball-reference.com/boxscores/202301080MEM.html,23,43,32,25,123
