game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-03-02,202103020SAS,NYK,Nerlens Noel,https://www.basketball-reference.com/boxscores/202103020SAS.html,36.73,2,4,.500,0,0,0,0,7,5,12,2,0,3,4,3,4,6.7,-9,,
2021-03-02,202103020SAS,NYK,Julius Randle,https://www.basketball-reference.com/boxscores/202103020SAS.html,30.92,6,16,.375,1,5,1,1,0,11,11,5,0,1,3,3,14,8.5,-18,.200,1.000
2021-03-02,202103020SAS,NYK,RJ Barrett,https://www.basketball-reference.com/boxscores/202103020SAS.html,28.43,5,9,.556,1,2,4,6,0,2,2,2,0,0,2,4,15,8.3,-23,.500,.667
2021-03-02,202103020SAS,NYK,Frank Ntilikina,https://www.basketball-reference.com/boxscores/202103020SAS.html,24.83,5,7,.714,3,3,0,0,0,2,2,0,0,0,1,2,13,8.9,-20,1.000,
2021-03-02,202103020SAS,NYK,Reggie Bullock,https://www.basketball-reference.com/boxscores/202103020SAS.html,21.72,1,3,.333,1,2,0,0,0,1,1,0,0,1,1,0,3,1.3,-7,.500,
2021-03-02,202103020SAS,NYK,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202103020SAS.html,29.2,8,21,.381,6,13,4,4,2,2,4,4,1,0,2,0,26,18.3,-13,.462,1.000
2021-03-02,202103020SAS,NYK,Obi Toppin,https://www.basketball-reference.com/boxscores/202103020SAS.html,26.28,3,7,.429,1,3,0,0,0,4,4,3,1,0,2,0,7,5.6,-19,.333,
2021-03-02,202103020SAS,NYK,Alec Burks,https://www.basketball-reference.com/boxscores/202103020SAS.html,21.32,1,9,.111,0,3,2,2,0,4,4,2,0,0,1,4,4,-1.9,-15,.000,1.000
2021-03-02,202103020SAS,NYK,Kevin Knox,https://www.basketball-reference.com/boxscores/202103020SAS.html,18.5,2,5,.400,2,5,1,2,0,1,1,0,0,0,0,0,7,4.2,0,.400,.500
2021-03-02,202103020SAS,NYK,Theo Pinson,https://www.basketball-reference.com/boxscores/202103020SAS.html,2.07,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6,,
2021-03-02,202103020SAS,SAS,Dejounte Murray,https://www.basketball-reference.com/boxscores/202103020SAS.html,30.88,6,16,.375,3,7,2,2,1,5,6,6,3,0,1,2,17,15.8,+23,.429,1.000
2021-03-02,202103020SAS,SAS,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202103020SAS.html,30.18,4,14,.286,1,10,2,3,1,2,3,3,0,0,0,2,11,5.0,+10,.100,.667
2021-03-02,202103020SAS,SAS,Trey Lyles,https://www.basketball-reference.com/boxscores/202103020SAS.html,30.07,7,13,.538,4,6,0,0,1,4,5,2,2,0,0,1,18,16.6,+5,.667,
2021-03-02,202103020SAS,SAS,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202103020SAS.html,29.82,3,5,.600,0,0,2,4,1,7,8,3,1,2,0,1,8,11.8,+18,,.500
2021-03-02,202103020SAS,SAS,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202103020SAS.html,29.73,2,5,.400,0,0,6,6,0,4,4,11,4,0,0,1,10,19.8,+12,,1.000
2021-03-02,202103020SAS,SAS,Patty Mills,https://www.basketball-reference.com/boxscores/202103020SAS.html,21.38,5,10,.500,4,8,0,0,3,1,4,1,0,0,1,1,14,10.7,+17,.500,
2021-03-02,202103020SAS,SAS,Luka Šamanić,https://www.basketball-reference.com/boxscores/202103020SAS.html,20.03,5,7,.714,3,5,1,2,1,6,7,1,1,1,4,2,14,10.8,+26,.600,.500
2021-03-02,202103020SAS,SAS,Drew Eubanks,https://www.basketball-reference.com/boxscores/202103020SAS.html,18.18,3,6,.500,0,0,2,4,0,2,2,1,0,1,1,3,8,4.0,+8,,.500
2021-03-02,202103020SAS,SAS,Keita Bates-Diop,https://www.basketball-reference.com/boxscores/202103020SAS.html,16.13,3,6,.500,2,4,0,0,1,3,4,1,1,0,0,0,8,8.3,+11,.500,
2021-03-02,202103020SAS,SAS,Keldon Johnson,https://www.basketball-reference.com/boxscores/202103020SAS.html,10.53,4,6,.667,1,2,0,0,0,2,2,1,0,0,0,0,9,7.7,-3,.500,
2021-03-02,202103020SAS,SAS,Tre Jones,https://www.basketball-reference.com/boxscores/202103020SAS.html,3.05,1,1,1.000,0,0,0,0,0,0,0,1,0,0,1,1,2,1.0,+3,,
