game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-03-17,202303170CHI,MIN,https://www.basketball-reference.com/boxscores/202303170CHI.html,32,27,31,23,10,8,131
2023-03-17,202303170CHI,CHI,https://www.basketball-reference.com/boxscores/202303170CHI.html,28,26,26,33,10,16,139
