game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-12-22,202312220SAC,PHO,Q1,Devin Booker,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.02,2,5,.400,0,0,2,2,1.000,1,1,2,4,0,0,0,0,6,7.1,-6,
2023-12-22,202312220SAC,PHO,Q1,Kevin Durant,https://www.basketball-reference.com/boxscores/202312220SAC.html,12.0,1,2,.500,0,0,7,7,1.000,0,1,1,0,1,0,1,0,9,8.3,-5,
2023-12-22,202312220SAC,PHO,Q1,Grayson Allen,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.02,1,3,.333,1,2,0,0,,0,1,1,1,1,1,0,0,3,4.0,-6,.500
2023-12-22,202312220SAC,PHO,Q1,Eric Gordon,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.77,0,2,.000,0,1,0,0,,0,1,1,1,0,0,0,0,0,-0.4,-7,.000
2023-12-22,202312220SAC,PHO,Q1,Drew Eubanks,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.67,1,1,1.000,0,0,0,0,,1,0,1,0,0,0,0,2,2,1.6,-3,
2023-12-22,202312220SAC,PHO,Q1,Udoka Azubuike,https://www.basketball-reference.com/boxscores/202312220SAC.html,6.7,2,2,1.000,0,0,1,2,.500,0,0,0,0,0,1,1,2,5,2.9,-3,
2023-12-22,202312220SAC,PHO,Q1,Saben Lee,https://www.basketball-reference.com/boxscores/202312220SAC.html,1.37,0,0,,0,0,0,0,,0,1,1,0,0,1,1,0,0,0.0,+2,
2023-12-22,202312220SAC,PHO,Q1,Jordan Goodwin,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.2,0,1,.000,0,0,1,2,.500,1,0,1,0,0,0,0,1,1,0.2,+1,
2023-12-22,202312220SAC,PHO,Q1,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.98,1,1,1.000,0,0,2,2,1.000,0,1,1,0,0,0,1,0,4,3.0,+1,
2023-12-22,202312220SAC,PHO,Q1,Yuta Watanabe,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.28,0,0,,0,0,0,0,,0,0,0,0,0,0,0,2,0,-0.8,+1,
2023-12-22,202312220SAC,PHO,Q2,Devin Booker,https://www.basketball-reference.com/boxscores/202312220SAC.html,10.17,1,2,.500,0,0,2,2,1.000,0,1,1,2,0,0,0,0,4,4.7,-6,
2023-12-22,202312220SAC,PHO,Q2,Kevin Durant,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.08,2,2,1.000,1,1,0,0,,0,4,4,1,0,0,2,0,5,4.3,-2,1.000
2023-12-22,202312220SAC,PHO,Q2,Grayson Allen,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.95,2,5,.400,1,2,0,0,,1,0,1,0,1,0,0,0,5,4.0,-3,.500
2023-12-22,202312220SAC,PHO,Q2,Eric Gordon,https://www.basketball-reference.com/boxscores/202312220SAC.html,6.3,0,0,,0,0,0,0,,0,2,2,0,0,1,0,1,0,0.9,-5,
2023-12-22,202312220SAC,PHO,Q2,Drew Eubanks,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.05,0,2,.000,0,0,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-6,
2023-12-22,202312220SAC,PHO,Q2,Udoka Azubuike,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.95,1,1,1.000,0,0,0,0,,2,2,4,0,0,0,0,0,2,3.7,0,
2023-12-22,202312220SAC,PHO,Q2,Saben Lee,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.05,0,2,.000,0,1,0,0,,0,0,0,1,0,0,0,1,0,-1.1,-3,.000
2023-12-22,202312220SAC,PHO,Q2,Nassir Little,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.7,2,5,.400,0,1,0,0,,0,0,0,0,0,0,0,0,4,1.3,-1,.000
2023-12-22,202312220SAC,PHO,Q2,Jordan Goodwin,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.43,0,4,.000,0,1,0,0,,1,1,2,0,1,0,1,1,0,-2.2,0,.000
2023-12-22,202312220SAC,PHO,Q2,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.32,1,2,.500,0,1,2,2,1.000,0,0,0,0,0,0,0,1,4,2.6,-4,.000
2023-12-22,202312220SAC,PHO,Q3,Devin Booker,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.65,3,6,.500,0,1,2,4,.500,0,0,0,0,0,0,0,0,8,4.2,-12,.000
2023-12-22,202312220SAC,PHO,Q3,Kevin Durant,https://www.basketball-reference.com/boxscores/202312220SAC.html,12.0,5,8,.625,1,2,1,2,.500,0,2,2,1,0,0,3,0,12,6.3,-8,.500
2023-12-22,202312220SAC,PHO,Q3,Grayson Allen,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.65,0,1,.000,0,1,0,0,,1,1,2,1,0,0,1,1,0,-0.4,-12,.000
2023-12-22,202312220SAC,PHO,Q3,Eric Gordon,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.65,0,0,,0,0,0,0,,0,1,1,1,0,0,0,0,0,1.0,-13,
2023-12-22,202312220SAC,PHO,Q3,Drew Eubanks,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.85,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0.0,-14,
2023-12-22,202312220SAC,PHO,Q3,Udoka Azubuike,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.48,2,2,1.000,0,0,0,0,,2,3,5,0,0,0,0,1,4,5.3,+5,
2023-12-22,202312220SAC,PHO,Q3,Saben Lee,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.7,1,3,.333,0,0,0,0,,0,1,1,1,1,0,0,1,2,1.9,+9,
2023-12-22,202312220SAC,PHO,Q3,Nassir Little,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.67,1,1,1.000,0,0,0,0,,0,0,0,0,0,0,0,1,2,1.3,+1,
2023-12-22,202312220SAC,PHO,Q3,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.35,1,3,.333,0,1,0,0,,1,1,2,0,0,0,0,0,2,1.3,+4,.000
2023-12-22,202312220SAC,PHO,Q4,Devin Booker,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.63,3,7,.429,0,2,0,1,.000,1,0,1,1,0,0,0,1,6,2.9,0,.000
2023-12-22,202312220SAC,PHO,Q4,Kevin Durant,https://www.basketball-reference.com/boxscores/202312220SAC.html,4.98,1,2,.500,0,0,0,0,,0,0,0,0,0,0,1,0,2,0.0,+1,
2023-12-22,202312220SAC,PHO,Q4,Grayson Allen,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.33,1,1,1.000,1,1,0,0,,0,0,0,0,1,0,0,0,3,3.7,+1,1.000
2023-12-22,202312220SAC,PHO,Q4,Udoka Azubuike,https://www.basketball-reference.com/boxscores/202312220SAC.html,6.23,0,0,,0,0,0,0,,1,1,2,2,0,0,0,1,0,2.0,-1,
2023-12-22,202312220SAC,PHO,Q4,Saben Lee,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.6,1,3,.333,0,2,2,2,1.000,1,0,1,2,0,0,0,0,4,4.4,+3,.000
2023-12-22,202312220SAC,PHO,Q4,Nassir Little,https://www.basketball-reference.com/boxscores/202312220SAC.html,7.7,0,2,.000,0,2,0,0,,0,0,0,0,1,0,1,2,0,-2.2,0,.000
2023-12-22,202312220SAC,PHO,Q4,Jordan Goodwin,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.37,1,1,1.000,0,0,0,0,,0,0,0,0,0,0,0,0,2,1.7,+4,
2023-12-22,202312220SAC,PHO,Q4,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.37,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+4,
2023-12-22,202312220SAC,PHO,Q4,Yuta Watanabe,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.42,1,4,.250,0,3,0,0,,0,2,2,0,0,0,0,0,2,0.2,+4,.000
2023-12-22,202312220SAC,PHO,Q4,Bol Bol,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.37,1,2,.500,0,0,0,0,,1,0,1,0,0,0,0,0,2,1.7,+4,
2023-12-22,202312220SAC,SAC,Q1,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312220SAC.html,12.0,1,3,.333,1,2,1,2,.500,0,0,0,0,0,0,0,1,4,1.5,+5,.500
2023-12-22,202312220SAC,SAC,Q1,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.02,3,4,.750,0,1,1,1,1.000,0,3,3,5,0,0,0,1,7,9.4,+6,.000
2023-12-22,202312220SAC,SAC,Q1,Keegan Murray,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.92,1,2,.500,0,1,0,0,,0,1,1,1,0,0,0,2,2,1.2,+6,.000
2023-12-22,202312220SAC,SAC,Q1,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.3,4,6,.667,2,4,2,2,1.000,0,2,2,1,1,0,1,0,12,10.7,+6,.500
2023-12-22,202312220SAC,SAC,Q1,Kevin Huerter,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.02,2,2,1.000,1,1,1,1,1.000,1,1,2,1,0,0,0,1,6,6.7,+6,1.000
2023-12-22,202312220SAC,SAC,Q1,Malik Monk,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.68,0,2,.000,0,1,1,2,.500,0,0,0,1,0,2,1,1,1,-0.1,-2,.000
2023-12-22,202312220SAC,SAC,Q1,Keon Ellis,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.1,0,0,,0,0,0,0,,0,0,0,0,0,0,0,2,0,-0.8,0,
2023-12-22,202312220SAC,SAC,Q1,Trey Lyles,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.98,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,
2023-12-22,202312220SAC,SAC,Q1,JaVale McGee,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.98,1,2,.500,0,0,1,2,.500,0,0,0,0,0,0,0,1,3,1.2,-1,
2023-12-22,202312220SAC,SAC,Q2,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312220SAC.html,7.2,1,2,.500,1,2,3,3,1.000,0,0,0,0,0,1,0,0,6,5.7,+2,.500
2023-12-22,202312220SAC,SAC,Q2,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.95,2,3,.667,0,1,1,2,.500,0,5,5,1,0,0,1,0,5,4.5,+3,.000
2023-12-22,202312220SAC,SAC,Q2,Keegan Murray,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.18,1,3,.333,0,2,0,0,,0,0,0,1,0,0,0,0,2,1.0,+4,.000
2023-12-22,202312220SAC,SAC,Q2,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.13,3,5,.600,0,1,1,2,.500,0,1,1,1,0,1,0,0,7,6.0,+5,.000
2023-12-22,202312220SAC,SAC,Q2,Kevin Huerter,https://www.basketball-reference.com/boxscores/202312220SAC.html,7.2,1,3,.333,1,3,0,0,,0,0,0,0,0,0,1,0,3,0.3,+2,.333
2023-12-22,202312220SAC,SAC,Q2,Malik Monk,https://www.basketball-reference.com/boxscores/202312220SAC.html,4.8,1,2,.500,0,0,0,0,,0,1,1,1,0,1,0,2,2,1.9,+4,
2023-12-22,202312220SAC,SAC,Q2,Keon Ellis,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.87,0,0,,0,0,0,0,,0,1,1,1,1,0,0,0,0,2.0,+1,
2023-12-22,202312220SAC,SAC,Q2,Trey Lyles,https://www.basketball-reference.com/boxscores/202312220SAC.html,4.8,0,0,,0,0,0,0,,0,2,2,0,0,0,1,1,0,-0.8,+4,
2023-12-22,202312220SAC,SAC,Q2,JaVale McGee,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.05,0,0,,0,0,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,+3,
2023-12-22,202312220SAC,SAC,Q2,Sasha Vezenkov,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.82,1,1,1.000,1,1,0,0,,0,0,0,0,0,0,1,1,3,1.3,+2,1.000
2023-12-22,202312220SAC,SAC,Q3,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312220SAC.html,12.0,3,5,.600,2,4,1,1,1.000,0,1,1,0,2,0,0,1,9,8.6,+8,.500
2023-12-22,202312220SAC,SAC,Q3,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202312220SAC.html,8.65,3,3,1.000,0,0,0,0,,0,1,1,5,0,0,1,2,6,7.1,+12,
2023-12-22,202312220SAC,SAC,Q3,Keegan Murray,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.22,4,5,.800,3,4,2,2,1.000,0,1,1,0,0,0,1,1,13,10.0,+13,.750
2023-12-22,202312220SAC,SAC,Q3,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202312220SAC.html,9.65,2,4,.500,0,1,0,0,,0,3,3,5,1,0,0,0,4,7.4,+13,.000
2023-12-22,202312220SAC,SAC,Q3,Kevin Huerter,https://www.basketball-reference.com/boxscores/202312220SAC.html,7.7,2,3,.667,0,1,0,0,,0,0,0,2,1,0,0,0,4,5.1,+13,.000
2023-12-22,202312220SAC,SAC,Q3,Malik Monk,https://www.basketball-reference.com/boxscores/202312220SAC.html,3.73,1,2,.500,0,1,0,0,,0,1,1,0,0,0,0,0,2,1.3,-6,.000
2023-12-22,202312220SAC,SAC,Q3,Keon Ellis,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.7,0,2,.000,0,2,0,0,,0,0,0,0,0,1,0,1,0,-1.1,-9,.000
2023-12-22,202312220SAC,SAC,Q3,JaVale McGee,https://www.basketball-reference.com/boxscores/202312220SAC.html,2.78,0,0,,0,0,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-5,
2023-12-22,202312220SAC,SAC,Q3,Juan Toscano-Anderson,https://www.basketball-reference.com/boxscores/202312220SAC.html,0.57,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,
2023-12-22,202312220SAC,SAC,Q4,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312220SAC.html,5.95,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,
