game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-01-02,202301020GSW,ATL,https://www.basketball-reference.com/boxscores/202301020GSW.html,26,27,42,26,11,9,141
2023-01-02,202301020GSW,GSW,https://www.basketball-reference.com/boxscores/202301020GSW.html,38,32,25,26,11,11,143
