game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2019-11-14,201911140DEN,BRK,https://www.basketball-reference.com/boxscores/201911140DEN.html,35,26,18,14,93
2019-11-14,201911140DEN,DEN,https://www.basketball-reference.com/boxscores/201911140DEN.html,28,21,30,22,101
