game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-11-27,202111270PHI,MIN,https://www.basketball-reference.com/boxscores/202111270PHI.html,35,21,16,28,13,8,121
2021-11-27,202111270PHI,PHI,https://www.basketball-reference.com/boxscores/202111270PHI.html,20,21,29,30,13,7,120
