game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-12-06,202412060ATL,LAL,https://www.basketball-reference.com/boxscores/202412060ATL.html,29,35,33,22,13,132
2024-12-06,202412060ATL,ATL,https://www.basketball-reference.com/boxscores/202412060ATL.html,26,38,30,25,15,134
