game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-04-19,202104190WAS,OKC,https://www.basketball-reference.com/boxscores/202104190WAS.html,25,33,21,28,107
2021-04-19,202104190WAS,WAS,https://www.basketball-reference.com/boxscores/202104190WAS.html,38,26,24,31,119
