game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2024-04-12,202404120DAL,DET,James Wiseman,https://www.basketball-reference.com/boxscores/202404120DAL.html,36.5,5,10,.500,0,0,0,0,3,7,10,2,0,2,0,2,10,11.2,+10,,
2024-04-12,202404120DAL,DET,Chimezie Metu,https://www.basketball-reference.com/boxscores/202404120DAL.html,34.78,6,11,.545,4,5,2,2,1,7,8,2,2,0,0,1,18,18.5,+22,.800,1.000
2024-04-12,202404120DAL,DET,Marcus Sasser,https://www.basketball-reference.com/boxscores/202404120DAL.html,32.48,9,20,.450,2,9,4,4,0,3,3,3,1,0,2,1,24,15.2,+20,.222,1.000
2024-04-12,202404120DAL,DET,Jaden Ivey,https://www.basketball-reference.com/boxscores/202404120DAL.html,27.52,3,9,.333,0,4,1,3,0,1,1,5,2,0,2,2,7,4.1,+12,.000,.333
2024-04-12,202404120DAL,DET,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202404120DAL.html,25.52,3,10,.300,0,4,0,0,0,5,5,2,2,0,1,0,6,4.1,+3,.000,
2024-04-12,202404120DAL,DET,Evan Fournier,https://www.basketball-reference.com/boxscores/202404120DAL.html,29.4,6,14,.429,1,6,0,0,1,3,4,2,0,1,1,2,13,7.5,+12,.167,
2024-04-12,202404120DAL,DET,Jared Rhoden,https://www.basketball-reference.com/boxscores/202404120DAL.html,26.78,5,5,1.000,1,1,0,0,0,4,4,0,0,3,0,0,11,12.8,+5,1.000,
2024-04-12,202404120DAL,DET,Malachi Flynn,https://www.basketball-reference.com/boxscores/202404120DAL.html,15.52,5,10,.500,0,2,0,0,0,0,0,5,4,0,0,1,10,12.1,-2,.000,
2024-04-12,202404120DAL,DET,Taj Gibson,https://www.basketball-reference.com/boxscores/202404120DAL.html,11.5,4,6,.667,0,0,0,0,1,4,5,2,0,1,0,1,8,9.0,+8,,
2024-04-12,202404120DAL,DAL,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202404120DAL.html,15.7,3,6,.500,1,3,1,2,0,2,2,2,0,0,1,0,8,5.6,-9,.333,.500
2024-04-12,202404120DAL,DAL,P.J. Washington,https://www.basketball-reference.com/boxscores/202404120DAL.html,14.92,4,8,.500,1,3,0,0,0,3,3,1,1,0,0,0,9,7.6,-7,.333,
2024-04-12,202404120DAL,DAL,Derrick Jones Jr.,https://www.basketball-reference.com/boxscores/202404120DAL.html,13.93,1,2,.500,0,0,1,2,0,1,1,3,0,0,2,1,3,1.6,0,,.500
2024-04-12,202404120DAL,DAL,Daniel Gafford,https://www.basketball-reference.com/boxscores/202404120DAL.html,11.95,3,4,.750,0,0,0,0,0,2,2,1,0,1,3,2,6,2.6,-5,,
2024-04-12,202404120DAL,DAL,Dante Exum,https://www.basketball-reference.com/boxscores/202404120DAL.html,10.67,0,1,.000,0,0,0,0,0,2,2,2,0,0,1,0,0,0.3,+5,,
2024-04-12,202404120DAL,DAL,Olivier-Maxence Prosper,https://www.basketball-reference.com/boxscores/202404120DAL.html,29.02,6,12,.500,2,4,2,2,2,4,6,1,2,1,1,1,16,14.6,-11,.500,1.000
2024-04-12,202404120DAL,DAL,Jaden Hardy,https://www.basketball-reference.com/boxscores/202404120DAL.html,28.52,9,19,.474,2,6,5,6,1,6,7,2,1,0,4,1,25,15.4,-11,.333,.833
2024-04-12,202404120DAL,DAL,Josh Green,https://www.basketball-reference.com/boxscores/202404120DAL.html,23.27,2,6,.333,0,3,0,0,0,3,3,0,1,0,2,0,4,0.5,-14,.000,
2024-04-12,202404120DAL,DAL,A.J. Lawson,https://www.basketball-reference.com/boxscores/202404120DAL.html,21.82,1,6,.167,0,2,0,0,1,5,6,2,0,0,2,0,2,-0.2,-4,.000,
2024-04-12,202404120DAL,DAL,Dwight Powell,https://www.basketball-reference.com/boxscores/202404120DAL.html,21.0,2,3,.667,0,0,0,0,5,5,10,4,0,0,1,3,4,8.3,-15,,
2024-04-12,202404120DAL,DAL,Brandon Williams,https://www.basketball-reference.com/boxscores/202404120DAL.html,17.67,2,8,.250,0,2,0,0,0,1,1,0,0,0,1,1,4,-1.9,-9,.000,
2024-04-12,202404120DAL,DAL,Markieff Morris,https://www.basketball-reference.com/boxscores/202404120DAL.html,13.52,1,6,.167,0,4,0,0,0,2,2,0,0,1,0,0,2,-0.5,-6,.000,
2024-04-12,202404120DAL,DAL,Maxi Kleber,https://www.basketball-reference.com/boxscores/202404120DAL.html,11.2,2,2,1.000,2,2,0,0,0,3,3,2,0,2,1,0,6,8.1,-2,1.000,
2024-04-12,202404120DAL,DAL,Alex Fudge,https://www.basketball-reference.com/boxscores/202404120DAL.html,6.83,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.7,-2,,
