game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-12-08,202112080NOP,DEN,https://www.basketball-reference.com/boxscores/202112080NOP.html,35,29,16,25,15,120
2021-12-08,202112080NOP,NOP,https://www.basketball-reference.com/boxscores/202112080NOP.html,33,24,20,28,9,114
