game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2024-01-29,202401290MEM,SAC,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202401290MEM.html,37.98,10,11,.909,0,0,0,0,6,20,26,5,0,0,3,3,20,25.8,+10,,
2024-01-29,202401290MEM,SAC,Kevin Huerter,https://www.basketball-reference.com/boxscores/202401290MEM.html,37.28,7,15,.467,3,8,0,0,0,4,4,3,2,1,1,1,17,13.9,+11,.375,
2024-01-29,202401290MEM,SAC,Harrison Barnes,https://www.basketball-reference.com/boxscores/202401290MEM.html,35.32,5,15,.333,2,10,0,0,0,3,3,4,0,0,1,1,12,5.8,+15,.200,
2024-01-29,202401290MEM,SAC,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202401290MEM.html,34.03,8,14,.571,1,4,6,10,1,4,5,4,2,0,3,1,23,18.1,+8,.250,.600
2024-01-29,202401290MEM,SAC,Keegan Murray,https://www.basketball-reference.com/boxscores/202401290MEM.html,24.62,2,7,.286,1,4,0,0,1,4,5,2,2,0,4,2,5,1.4,-3,.250,
2024-01-29,202401290MEM,SAC,Trey Lyles,https://www.basketball-reference.com/boxscores/202401290MEM.html,24.38,4,7,.571,2,5,0,0,1,0,1,1,1,0,2,3,10,5.9,+8,.400,
2024-01-29,202401290MEM,SAC,Malik Monk,https://www.basketball-reference.com/boxscores/202401290MEM.html,19.88,1,6,.167,1,4,0,0,0,3,3,5,1,0,3,1,3,1.2,-7,.250,
2024-01-29,202401290MEM,SAC,Davion Mitchell,https://www.basketball-reference.com/boxscores/202401290MEM.html,16.48,2,4,.500,1,3,0,0,0,0,0,0,2,0,2,2,5,2.2,+4,.333,
2024-01-29,202401290MEM,SAC,JaVale McGee,https://www.basketball-reference.com/boxscores/202401290MEM.html,10.02,4,5,.800,0,0,0,0,2,2,4,0,0,0,0,3,8,6.9,-1,,
2024-01-29,202401290MEM,MEM,Xavier Tillman Sr.,https://www.basketball-reference.com/boxscores/202401290MEM.html,36.87,5,8,.625,0,1,0,0,2,3,5,3,3,0,0,4,10,12.2,-8,.000,
2024-01-29,202401290MEM,MEM,David Roddy,https://www.basketball-reference.com/boxscores/202401290MEM.html,34.58,3,9,.333,0,4,3,5,2,8,10,2,1,0,4,0,9,5.3,-19,.000,.600
2024-01-29,202401290MEM,MEM,Santi Aldama,https://www.basketball-reference.com/boxscores/202401290MEM.html,34.43,5,14,.357,5,8,1,1,2,5,7,2,2,0,2,2,16,11.7,-6,.625,1.000
2024-01-29,202401290MEM,MEM,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/202401290MEM.html,32.22,6,18,.333,0,4,10,12,0,3,3,2,0,0,3,5,22,8.3,-5,.000,.833
2024-01-29,202401290MEM,MEM,Scotty Pippen Jr.,https://www.basketball-reference.com/boxscores/202401290MEM.html,31.52,3,8,.375,2,4,4,7,1,1,2,5,3,1,3,3,12,10.4,-13,.500,.571
2024-01-29,202401290MEM,MEM,GG Jackson II,https://www.basketball-reference.com/boxscores/202401290MEM.html,30.45,4,14,.286,3,10,1,1,1,5,6,2,1,0,2,0,12,6.4,0,.300,1.000
2024-01-29,202401290MEM,MEM,Matthew Hurt,https://www.basketball-reference.com/boxscores/202401290MEM.html,23.45,3,6,.500,2,3,2,2,1,1,2,1,0,0,0,1,10,8.3,+2,.667,1.000
2024-01-29,202401290MEM,MEM,Jacob Gilyard,https://www.basketball-reference.com/boxscores/202401290MEM.html,16.48,1,3,.333,1,2,0,0,0,2,2,5,1,0,0,1,3,6.0,+4,.500,
