game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-02-06,202402060CHI,MIN,https://www.basketball-reference.com/boxscores/202402060CHI.html,33,36,23,23,8,123
2024-02-06,202402060CHI,CHI,https://www.basketball-reference.com/boxscores/202402060CHI.html,22,25,36,32,14,129
