game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2025-02-27,202502270PHO,NOP,https://www.basketball-reference.com/boxscores/202502270PHO.html,95.5,0.563,5.2,29.6,0.067,129.8
2025-02-27,202502270PHO,PHO,https://www.basketball-reference.com/boxscores/202502270PHO.html,95.5,0.574,10.1,29.2,0.085,121.4
