game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-12-09,202212090NOP,PHO,https://www.basketball-reference.com/boxscores/202212090NOP.html,27,25,30,35,117
2022-12-09,202212090NOP,NOP,https://www.basketball-reference.com/boxscores/202212090NOP.html,26,29,40,33,128
