game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2022-11-15,202211150DAL,LAC,Q1,Paul George,https://www.basketball-reference.com/boxscores/202211150DAL.html,10.72,0,2,.000,0,0,2,2,1.000,0,1,1,1,1,0,2,0,2,0.6,-10,
2022-11-15,202211150DAL,LAC,Q1,Marcus Morris,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.28,2,4,.500,0,2,0,0,,0,0,0,1,0,0,0,0,4,2.7,-10,.000
2022-11-15,202211150DAL,LAC,Q1,Ivica Zubac,https://www.basketball-reference.com/boxscores/202211150DAL.html,8.7,0,2,.000,0,0,0,0,,1,2,3,1,0,0,0,1,0,0.2,-17,
2022-11-15,202211150DAL,LAC,Q1,Reggie Jackson,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.42,1,4,.250,0,2,0,0,,0,1,1,0,0,0,1,0,2,-1.1,-12,.000
2022-11-15,202211150DAL,LAC,Q1,Luke Kennard,https://www.basketball-reference.com/boxscores/202211150DAL.html,2.88,0,0,,0,0,0,0,,0,1,1,0,1,0,0,1,0,0.9,+1,
2022-11-15,202211150DAL,LAC,Q1,Nicolas Batum,https://www.basketball-reference.com/boxscores/202211150DAL.html,2.72,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-5,
2022-11-15,202211150DAL,LAC,Q1,John Wall,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.58,0,1,.000,0,1,2,2,1.000,0,1,1,0,0,0,1,1,2,0.2,-3,.000
2022-11-15,202211150DAL,LAC,Q1,Norman Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.12,1,5,.200,1,3,0,0,,0,1,1,0,0,0,0,0,3,0.2,-16,.333
2022-11-15,202211150DAL,LAC,Q1,Terance Mann,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.58,1,1,1.000,0,0,0,0,,0,0,0,0,0,0,0,0,2,1.7,-3,
2022-11-15,202211150DAL,LAC,Q2,Paul George,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.75,2,2,1.000,0,0,0,0,,0,1,1,0,0,0,3,1,4,0.3,-8,
2022-11-15,202211150DAL,LAC,Q2,Marcus Morris,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.95,0,1,.000,0,1,1,2,.500,0,0,0,2,1,0,0,0,1,2.3,-7,.000
2022-11-15,202211150DAL,LAC,Q2,Ivica Zubac,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.63,0,0,,0,0,0,0,,0,2,2,0,0,0,1,2,0,-1.2,-6,
2022-11-15,202211150DAL,LAC,Q2,Reggie Jackson,https://www.basketball-reference.com/boxscores/202211150DAL.html,3.82,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0.0,-1,
2022-11-15,202211150DAL,LAC,Q2,Nicolas Batum,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,3,3,1.000,3,3,0,0,,0,1,1,0,1,0,1,0,9,8.4,-7,1.000
2022-11-15,202211150DAL,LAC,Q2,John Wall,https://www.basketball-reference.com/boxscores/202211150DAL.html,2.5,0,2,.000,0,0,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-3,
2022-11-15,202211150DAL,LAC,Q2,Norman Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.05,0,3,.000,0,1,0,0,,0,1,1,1,0,0,0,0,0,-1.1,0,.000
2022-11-15,202211150DAL,LAC,Q2,Terance Mann,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.25,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,
2022-11-15,202211150DAL,LAC,Q2,Amir Coffey,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.68,0,0,,0,0,0,0,,0,0,0,1,0,0,0,2,0,-0.1,-3,
2022-11-15,202211150DAL,LAC,Q2,Robert Covington,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.37,1,2,.500,1,2,0,0,,0,2,2,0,0,0,2,1,3,0.2,-1,.500
2022-11-15,202211150DAL,LAC,Q3,Paul George,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,2,5,.400,1,2,3,3,1.000,0,2,2,2,0,0,1,2,8,5.5,+18,.500
2022-11-15,202211150DAL,LAC,Q3,Marcus Morris,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,4,4,1.000,1,1,0,0,,0,3,3,1,1,0,0,0,9,10.4,+18,1.000
2022-11-15,202211150DAL,LAC,Q3,Ivica Zubac,https://www.basketball-reference.com/boxscores/202211150DAL.html,10.4,0,0,,0,0,2,2,1.000,0,0,0,1,0,2,0,1,2,3.7,+17,
2022-11-15,202211150DAL,LAC,Q3,Reggie Jackson,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,2,3,.667,0,1,0,0,,0,2,2,1,0,0,0,0,4,4.0,+18,.000
2022-11-15,202211150DAL,LAC,Q3,Nicolas Batum,https://www.basketball-reference.com/boxscores/202211150DAL.html,1.6,0,0,,0,0,0,0,,1,0,1,0,0,0,1,0,0,-0.3,+1,
2022-11-15,202211150DAL,LAC,Q3,John Wall,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,4,6,.667,1,2,1,3,.333,0,5,5,3,0,0,1,1,10,8.8,+18,.500
2022-11-15,202211150DAL,LAC,Q4,Paul George,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,3,4,.750,0,1,3,3,1.000,0,3,3,3,1,0,4,1,9,7.0,+2,.000
2022-11-15,202211150DAL,LAC,Q4,Marcus Morris,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.33,1,2,.500,0,1,2,2,1.000,0,0,0,0,0,0,0,1,4,2.6,-1,.000
2022-11-15,202211150DAL,LAC,Q4,Ivica Zubac,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.9,0,0,,0,0,1,2,.500,1,1,2,2,0,0,0,1,1,2.6,-3,
2022-11-15,202211150DAL,LAC,Q4,Reggie Jackson,https://www.basketball-reference.com/boxscores/202211150DAL.html,1.88,0,0,,0,0,0,0,,0,1,1,1,0,0,0,0,0,1.0,+1,
2022-11-15,202211150DAL,LAC,Q4,Nicolas Batum,https://www.basketball-reference.com/boxscores/202211150DAL.html,10.12,4,4,1.000,4,4,1,2,.500,0,3,3,0,0,0,0,2,13,11.5,+1,1.000
2022-11-15,202211150DAL,LAC,Q4,John Wall,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.27,2,2,1.000,0,0,1,1,1.000,0,0,0,1,1,0,1,1,5,4.7,-1,
2022-11-15,202211150DAL,LAC,Q4,Norman Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.1,1,2,.500,0,1,0,0,,0,0,0,0,0,0,0,1,2,0.6,+5,.000
2022-11-15,202211150DAL,LAC,Q4,Terance Mann,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.67,0,0,,0,0,0,0,,0,3,3,1,0,0,0,2,0,0.8,+3,
2022-11-15,202211150DAL,LAC,Q4,Amir Coffey,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.67,0,0,,0,0,2,2,1.000,0,0,0,0,0,0,1,3,2,-0.2,+3,
2022-11-15,202211150DAL,LAC,Q4,Robert Covington,https://www.basketball-reference.com/boxscores/202211150DAL.html,0.07,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,
2022-11-15,202211150DAL,DAL,Q1,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202211150DAL.html,8.85,2,3,.667,2,3,0,0,,0,2,2,2,1,0,1,1,6,6.3,+12,.667
2022-11-15,202211150DAL,DAL,Q1,Luka Dončić,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,5,9,.556,1,3,1,1,1.000,1,5,6,3,1,0,1,0,12,12.0,+15,.333
2022-11-15,202211150DAL,DAL,Q1,Dorian Finney-Smith,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.28,2,5,.400,2,4,0,0,,1,1,2,0,0,0,0,0,6,4.3,+10,.500
2022-11-15,202211150DAL,DAL,Q1,Reggie Bullock,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.42,0,0,,0,0,0,0,,0,2,2,0,0,0,0,0,0,0.6,+12,
2022-11-15,202211150DAL,DAL,Q1,Dwight Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.42,1,2,.500,0,0,0,0,,1,0,1,0,0,0,0,0,2,1.7,+12,
2022-11-15,202211150DAL,DAL,Q1,Christian Wood,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.58,2,2,1.000,0,0,0,0,,0,1,1,0,0,0,0,1,4,3.3,+3,
2022-11-15,202211150DAL,DAL,Q1,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.58,0,2,.000,0,2,0,0,,0,0,0,0,2,0,1,1,0,-0.8,+3,.000
2022-11-15,202211150DAL,DAL,Q1,Josh Green,https://www.basketball-reference.com/boxscores/202211150DAL.html,3.15,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3,
2022-11-15,202211150DAL,DAL,Q1,Maxi Kleber,https://www.basketball-reference.com/boxscores/202211150DAL.html,2.72,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+5,
2022-11-15,202211150DAL,DAL,Q2,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.8,0,1,.000,0,1,0,0,,1,0,1,2,0,0,1,0,0,0.4,+2,.000
2022-11-15,202211150DAL,DAL,Q2,Luka Dončić,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.13,1,2,.500,0,0,6,6,1.000,0,0,0,1,1,0,1,1,8,7.3,+5,
2022-11-15,202211150DAL,DAL,Q2,Dorian Finney-Smith,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.75,2,3,.667,2,3,0,0,,0,0,0,0,1,0,0,0,6,5.7,+8,.667
2022-11-15,202211150DAL,DAL,Q2,Reggie Bullock,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.75,0,1,.000,0,1,0,0,,1,0,1,1,0,0,0,0,0,0.7,+8,.000
2022-11-15,202211150DAL,DAL,Q2,Dwight Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.02,0,1,.000,0,0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,+7,
2022-11-15,202211150DAL,DAL,Q2,Christian Wood,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.13,4,5,.800,2,2,0,0,,0,3,3,0,0,0,2,0,10,7.0,+7,1.000
2022-11-15,202211150DAL,DAL,Q2,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.25,0,2,.000,0,1,0,0,,0,1,1,2,0,0,0,0,0,0.3,-1,.000
2022-11-15,202211150DAL,DAL,Q2,Josh Green,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.25,0,1,.000,0,1,0,2,.000,0,1,1,0,0,0,0,1,0,-1.6,-1,.000
2022-11-15,202211150DAL,DAL,Q2,Maxi Kleber,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.92,0,1,.000,0,1,0,0,,0,1,1,0,0,1,0,2,0,-0.5,0,.000
2022-11-15,202211150DAL,DAL,Q3,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202211150DAL.html,10.35,1,4,.250,0,2,0,0,,0,0,0,1,1,0,0,0,2,1.3,-19,.000
2022-11-15,202211150DAL,DAL,Q3,Luka Dončić,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,4,8,.500,0,1,2,2,1.000,0,2,2,0,0,0,0,1,10,6.2,-18,.000
2022-11-15,202211150DAL,DAL,Q3,Dorian Finney-Smith,https://www.basketball-reference.com/boxscores/202211150DAL.html,12.0,1,5,.200,1,4,0,0,,0,1,1,0,1,0,0,1,3,0.8,-18,.250
2022-11-15,202211150DAL,DAL,Q3,Reggie Bullock,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.37,0,2,.000,0,2,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-11,.000
2022-11-15,202211150DAL,DAL,Q3,Dwight Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,6.02,0,0,,0,0,0,0,,1,0,1,2,0,0,1,2,0,0.3,-10,
2022-11-15,202211150DAL,DAL,Q3,Christian Wood,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.98,0,1,.000,0,0,0,0,,0,2,2,0,0,0,2,0,0,-2.1,-8,
2022-11-15,202211150DAL,DAL,Q3,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.63,0,2,.000,0,1,0,0,,1,1,2,0,0,0,0,0,0,-0.4,-7,.000
2022-11-15,202211150DAL,DAL,Q3,Josh Green,https://www.basketball-reference.com/boxscores/202211150DAL.html,1.65,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,
2022-11-15,202211150DAL,DAL,Q4,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/202211150DAL.html,11.98,3,7,.429,0,2,2,3,.667,0,0,0,1,0,0,0,1,8,4.2,-2,.000
2022-11-15,202211150DAL,DAL,Q4,Luka Dončić,https://www.basketball-reference.com/boxscores/202211150DAL.html,9.58,1,3,.333,1,1,2,2,1.000,1,2,3,1,1,0,1,1,5,4.9,+2,1.000
2022-11-15,202211150DAL,DAL,Q4,Dorian Finney-Smith,https://www.basketball-reference.com/boxscores/202211150DAL.html,8.38,2,2,1.000,2,2,0,0,,0,0,0,0,1,0,0,1,6,6.0,+4,1.000
2022-11-15,202211150DAL,DAL,Q4,Reggie Bullock,https://www.basketball-reference.com/boxscores/202211150DAL.html,10.3,4,5,.800,4,5,1,2,.500,0,0,0,0,0,0,0,2,13,9.9,0,.800
2022-11-15,202211150DAL,DAL,Q4,Dwight Powell,https://www.basketball-reference.com/boxscores/202211150DAL.html,5.02,0,0,,0,0,1,2,.500,0,0,0,3,1,0,0,0,1,3.7,+4,
2022-11-15,202211150DAL,DAL,Q4,Christian Wood,https://www.basketball-reference.com/boxscores/202211150DAL.html,4.12,0,0,,0,0,1,4,.250,0,1,1,0,0,0,0,1,1,-0.3,-6,
2022-11-15,202211150DAL,DAL,Q4,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202211150DAL.html,7.0,0,1,.000,0,1,0,0,,0,0,0,1,1,0,1,1,0,-0.4,-6,.000
2022-11-15,202211150DAL,DAL,Q4,Josh Green,https://www.basketball-reference.com/boxscores/202211150DAL.html,3.62,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6,
